60%-3,,80%-3,,100%-3,,
²¨³¤ (nm),Abs,²¨³¤ (nm),Abs,²¨³¤ (nm),Abs,
674.9985962,1.145586371,674.9985962,1.524636626,674.9985962,1.829756975,
673.984314,1.144036651,673.984314,1.517338157,673.984314,1.77728653,
673.0059204,1.135149956,673.0059204,1.504687667,673.0059204,1.76914835,
671.9909668,1.118528605,671.9909668,1.492968798,671.9909668,1.769013166,
671.012146,1.115325928,671.012146,1.48451674,671.012146,1.765848517,
669.996582,1.104579329,669.996582,1.468833804,669.996582,1.737675667,
669.0170288,1.095221043,669.0170288,1.449108124,669.0170288,1.725386739,
668.0009155,1.081968904,668.0009155,1.447211266,668.0009155,1.753912807,
666.984436,1.069782376,666.984436,1.433956027,666.984436,1.710525155,
666.0039673,1.063953638,666.0039673,1.416964889,666.0039673,1.727451563,
664.9869385,1.05142343,664.9869385,1.404015183,664.9869385,1.680515885,
664.0059204,1.046161175,664.0059204,1.396137238,664.0059204,1.675914884,
662.9882202,1.043619633,662.9882202,1.398834467,662.9882202,1.652386546,
662.0065308,1.042767763,662.0065308,1.390105367,662.0065308,1.649926662,
660.9882813,1.037688494,660.9882813,1.372329831,660.9882813,1.656348825,
660.0060425,1.037274718,660.0060425,1.383752346,660.0060425,1.65648818,
658.9871216,1.039442658,658.9871216,1.377108216,658.9871216,1.650394201,
658.0042725,1.045821428,658.0042725,1.38826251,658.0042725,1.66242516,
656.9848022,1.053426743,656.9848022,1.393813848,656.9848022,1.63979888,
656.0013428,1.057071805,656.0013428,1.402122974,656.0013428,1.661149144,
655.0177002,1.058639646,655.0177002,1.407266617,655.0177002,1.675333738,
653.9973145,1.067246675,653.9973145,1.41703701,653.9973145,1.675921082,
653.0129395,1.078970551,653.0129395,1.432529807,653.0129395,1.692707062,
651.9919434,1.091235042,651.9919434,1.449958205,651.9919434,1.714735508,
651.0071411,1.097331047,651.0071411,1.464454651,651.0071411,1.719654441,
649.9854736,1.115618706,649.9854736,1.467496157,649.9854736,1.752534151,
649,1.119744062,649,1.469070077,649,1.760411859,
648.0142212,1.133830786,648.0142212,1.495754123,648.0142212,1.775507212,
646.9917603,1.142972112,646.9917603,1.504248142,646.9917603,1.762800097,
646.0054932,1.150147438,646.0054932,1.51228857,646.0054932,1.789142728,
644.9822998,1.174478889,644.9822998,1.534783721,644.9822998,1.819178939,
643.9954224,1.174847007,643.9954224,1.538609385,643.9954224,1.828750253,
643.0082397,1.180008411,643.0082397,1.569469094,643.0082397,1.815047979,
641.9841919,1.195485115,641.9841919,1.57317102,641.9841919,1.825735807,
640.99646,1.205860972,640.99646,1.574330568,640.99646,1.846840143,
640.0084839,1.213817,640.0084839,1.587384582,640.0084839,1.883027196,
638.9835205,1.216099977,638.9835205,1.596372604,638.9835205,1.881701231,
637.994873,1.230163097,637.994873,1.605776906,637.994873,1.883026958,
637.0060425,1.231907606,637.0060425,1.626521707,637.0060425,1.924905658,
636.0169067,1.234685779,636.0169067,1.634082198,636.0169067,1.911942124,
634.9907837,1.236634851,634.9907837,1.633105516,634.9907837,1.912685156,
634.0010986,1.247507334,634.0010986,1.642769098,634.0010986,1.906026244,
633.0111084,1.243964911,633.0111084,1.653378367,633.0111084,1.938338518,
631.9840698,1.239403963,631.9840698,1.638493657,631.9840698,1.940118551,
630.9935913,1.242764592,630.9935913,1.62861383,630.9935913,1.941243529,
630.0026855,1.241427064,630.0026855,1.641700387,630.0026855,1.907660723,
629.0115967,1.239949942,629.0115967,1.642017245,629.0115967,1.930032253,
627.9834595,1.239250898,627.9834595,1.645556569,627.9834595,1.920587659,
626.9917603,1.238853455,626.9917603,1.634164572,626.9917603,1.929315329,
625.9998169,1.230139256,625.9998169,1.627880216,625.9998169,1.935623169,
625.0075684,1.230124116,625.0075684,1.61508286,625.0075684,1.92371428,
624.0151367,1.224240541,624.0151367,1.624737024,624.0151367,1.914021492,
622.9855347,1.215908766,622.9855347,1.610462308,622.9855347,1.894920945,
621.9924316,1.209363461,621.9924316,1.592984915,621.9924316,1.907390356,
620.9991455,1.203341365,620.9991455,1.59832263,620.9991455,1.878537416,
620.0054932,1.202206612,620.0054932,1.589401841,620.0054932,1.895399928,
619.0115967,1.191542387,619.0115967,1.588182807,619.0115967,1.876420021,
618.0174561,1.182723522,618.0174561,1.577350616,618.0174561,1.865917921,
616.986145,1.178544521,616.986145,1.572066665,616.986145,1.872384906,
615.9915161,1.167889237,615.9915161,1.557282209,615.9915161,1.856303096,
614.996521,1.160100102,614.996521,1.54300344,614.996521,1.838521123,
614.0012207,1.152366996,614.0012207,1.536305785,614.0012207,1.821435928,
613.0057373,1.146602035,613.0057373,1.523177385,613.0057373,1.830988169,
612.0099487,1.136636734,612.0099487,1.511265039,612.0099487,1.823292851,
611.0139771,1.126256704,611.0139771,1.502380252,611.0139771,1.810796142,
610.0175781,1.12262392,610.0175781,1.494686127,610.0175781,1.786249042,
608.9840698,1.115154147,608.9840698,1.4856323,608.9840698,1.795415401,
607.9871826,1.109093904,607.9871826,1.480081558,607.9871826,1.759374142,
606.9900513,1.100313544,606.9900513,1.475532293,606.9900513,1.763756156,
605.9926758,1.098983407,605.9926758,1.471327662,605.9926758,1.752606034,
604.9949951,1.089508176,604.9949951,1.454989076,604.9949951,1.741514444,
603.9970703,1.085216641,603.9970703,1.451804876,603.9970703,1.730630875,
602.9989014,1.082201123,602.9989014,1.446007013,602.9989014,1.719510078,
602.0003662,1.079427361,602.0003662,1.438881278,602.0003662,1.730894923,
601.001709,1.074280739,601.001709,1.43650496,601.001709,1.713826895,
600.0026855,1.068888187,600.0026855,1.428965926,600.0026855,1.71977973,
599.003418,1.067765594,599.003418,1.430396318,599.003418,1.706073999,
598.0039063,1.066396713,598.0039063,1.426116467,598.0039063,1.687273622,
597.0041504,1.064603329,597.0041504,1.413081408,597.0041504,1.687568545,
596.0040894,1.061757803,596.0040894,1.411355495,596.0040894,1.689013243,
595.0038452,1.05587852,595.0038452,1.40890646,595.0038452,1.68959403,
594.0032349,1.06040132,594.0032349,1.406200767,594.0032349,1.690947533,
593.0023804,1.052435994,593.0023804,1.407314777,593.0023804,1.682920098,
592.0012817,1.053973198,592.0012817,1.395828485,592.0012817,1.675873637,
591,1.053418159,591,1.40018189,591,1.671592116,
589.998291,1.051606655,589.998291,1.396861792,589.998291,1.677669525,
588.99646,1.051098704,588.99646,1.392855406,588.99646,1.666965604,
587.9943848,1.05141902,587.9943848,1.389429569,587.9943848,1.659464002,
586.9920044,1.049158335,586.9920044,1.385099888,586.9920044,1.660101056,
585.9892578,1.048212171,585.9892578,1.38468039,585.9892578,1.654029846,
584.9863892,1.045370102,584.9863892,1.386447191,584.9863892,1.659022331,
583.9832764,1.04678452,583.9832764,1.37696135,583.9832764,1.643668532,
583.0170288,1.043249011,583.0170288,1.382463813,583.0170288,1.64996469,
582.0133667,1.041002154,582.0133667,1.381115198,582.0133667,1.653862596,
581.0094604,1.040626287,581.0094604,1.376878262,581.0094604,1.639292836,
580.005249,1.037893772,580.005249,1.380447626,580.005249,1.643150449,
579.0009155,1.039013743,579.0009155,1.367988706,579.0009155,1.645106077,
577.9961548,1.036878109,577.9961548,1.368040085,577.9961548,1.635990381,
576.991272,1.035112262,576.991272,1.368010283,576.991272,1.632512808,
575.986084,1.034409404,575.986084,1.367012858,575.986084,1.633017421,
575.0178833,1.034382343,575.0178833,1.362419605,575.0178833,1.619185805,
574.012146,1.032643557,574.012146,1.363652229,574.012146,1.625109076,
573.0062866,1.028481245,573.0062866,1.359297037,573.0062866,1.625122666,
572.0001221,1.030019164,572.0001221,1.357122183,572.0001221,1.616943955,
570.9937134,1.028002739,570.9937134,1.357733369,570.9937134,1.613942146,
569.9869385,1.029666543,569.9869385,1.35232532,569.9869385,1.612053394,
569.017334,1.025991678,569.017334,1.351883888,569.017334,1.604386806,
568.0101929,1.026611209,568.0101929,1.34277153,568.0101929,1.607083082,
567.0027466,1.025006056,567.0027466,1.342169881,567.0027466,1.597045898,
565.9949951,1.025678635,565.9949951,1.343366742,565.9949951,1.593160152,
564.9871826,1.024372697,564.9871826,1.346278906,564.9871826,1.59265852,
564.0162964,1.027243018,564.0162964,1.345542789,564.0162964,1.595080495,
563.0079346,1.025426865,563.0079346,1.339886904,563.0079346,1.595462561,
561.9992676,1.025329232,561.9992676,1.342092395,561.9992676,1.583176613,
560.9903564,1.026768088,560.9903564,1.339444757,560.9903564,1.580698848,
560.0185547,1.027331591,560.0185547,1.344102502,560.0185547,1.582617998,
559.0092163,1.027254343,559.0092163,1.336160064,559.0092163,1.582232237,
557.9995728,1.026072502,557.9995728,1.340865374,557.9995728,1.57420063,
556.9896851,1.029236317,556.9896851,1.33705318,556.9896851,1.585122466,
556.0169067,1.029376268,556.0169067,1.342874885,556.0169067,1.576198816,
555.0065918,1.031121731,555.0065918,1.342713833,555.0065918,1.57679832,
553.9960327,1.033121228,553.9960327,1.339480758,553.9960327,1.57063663,
552.9852295,1.03324604,552.9852295,1.344597101,552.9852295,1.576110482,
552.0115356,1.036042094,552.0115356,1.344480395,552.0115356,1.578035593,
551.0002441,1.03833425,551.0002441,1.347605705,551.0002441,1.574814677,
549.9886475,1.039950013,549.9886475,1.348079324,549.9886475,1.573566318,
549.0143433,1.042922139,549.0143433,1.347326398,549.0143433,1.575443029,
548.0022583,1.045248866,548.0022583,1.352310538,548.0022583,1.577961564,
546.9901123,1.047613859,546.9901123,1.352896571,546.9901123,1.574864507,
546.0150757,1.049678326,546.0150757,1.354445457,546.0150757,1.581100821,
545.0022583,1.052487373,545.0022583,1.356328368,545.0022583,1.582188129,
543.9893188,1.055723548,543.9893188,1.3564291,543.9893188,1.583427668,
543.0136108,1.058001876,543.0136108,1.358046889,543.0136108,1.580721498,
542.0001831,1.060896635,542.0001831,1.363707185,542.0001831,1.584663272,
540.9864502,1.063525081,540.9864502,1.364735842,540.9864502,1.583249092,
540.0100708,1.06549263,540.0100708,1.366850019,540.0100708,1.586159468,
538.9959106,1.070761561,538.9959106,1.372336149,538.9959106,1.590298176,
537.9815674,1.073734164,537.9815674,1.376003742,537.9815674,1.594973326,
537.0045166,1.077841043,537.0045166,1.37677753,537.0045166,1.596802354,
535.9896851,1.08199358,535.9896851,1.38331008,535.9896851,1.603331923,
535.012146,1.087778211,535.012146,1.389018655,535.012146,1.604927421,
533.9968262,1.092385888,533.9968262,1.389190435,533.9968262,1.605634332,
532.9812622,1.094555736,532.9812622,1.3940413,532.9812622,1.608041286,
532.0031128,1.100411177,532.0031128,1.400293112,532.0031128,1.611370683,
530.9871216,1.105262876,530.9871216,1.40598619,530.9871216,1.620269537,
530.0084839,1.110381246,530.0084839,1.411698937,530.0084839,1.626201391,
528.9920044,1.114328742,528.9920044,1.415424585,528.9920044,1.627591133,
528.0130005,1.119630814,528.0130005,1.41983223,528.0130005,1.634191751,
526.9960938,1.12727356,526.9960938,1.425591707,526.9960938,1.643490553,
526.0166016,1.132988095,526.0166016,1.433729887,526.0166016,1.644706607,
524.9992065,1.138325214,524.9992065,1.440706611,524.9992065,1.650278687,
523.9816284,1.146281958,523.9816284,1.443690658,523.9816284,1.664460421,
523.0014038,1.153094888,523.0014038,1.455626726,523.0014038,1.66680634,
521.9833984,1.160423636,521.9833984,1.465456724,521.9833984,1.680105686,
521.0027466,1.168284655,521.0027466,1.474590898,521.0027466,1.682388783,
519.984314,1.175529838,519.984314,1.481242895,519.984314,1.688612223,
519.0033569,1.182966232,519.0033569,1.490913391,519.0033569,1.708888531,
517.984375,1.188022852,517.984375,1.501017094,517.984375,1.713679552,
517.0029297,1.197059155,517.0029297,1.500041485,517.0029297,1.716676116,
515.9834595,1.20711875,515.9834595,1.511235833,515.9834595,1.729978681,
515.0016479,1.212253809,515.0016479,1.53005743,515.0016479,1.747922421,
513.9817505,1.222469926,513.9817505,1.543189526,513.9817505,1.759026289,
512.9995117,1.23178637,512.9995117,1.547751427,512.9995117,1.764031768,
512.0170898,1.2350173,512.0170898,1.558410645,512.0170898,1.775135636,
510.996521,1.244178057,510.996521,1.561630487,510.996521,1.780611873,
510.0135803,1.251243114,510.0135803,1.575109124,510.0135803,1.795332789,
508.9925842,1.262919784,508.9925842,1.579822779,508.9925842,1.803655267,
508.0092773,1.266318202,508.0092773,1.598137975,508.0092773,1.822259307,
506.987915,1.275832176,506.987915,1.598829389,506.987915,1.842599273,
506.0041199,1.281873465,506.0041199,1.614102721,506.0041199,1.835435748,
504.9823608,1.29056859,504.9823608,1.616173506,504.9823608,1.857208014,
503.9981384,1.294006705,503.9981384,1.61824739,503.9981384,1.860593319,
503.0137634,1.298865199,503.0137634,1.634279847,503.0137634,1.849271655,
501.9913025,1.30391717,501.9913025,1.645800352,501.9913025,1.855015039,
501.0064392,1.312353849,501.0064392,1.641060829,501.0064392,1.881060362,
499.983551,1.313753486,499.983551,1.640288472,499.983551,1.872728944,
498.9983826,1.317987442,498.9983826,1.657653928,498.9983826,1.880313158,
498.0128784,1.322533011,498.0128784,1.660483241,498.0128784,1.88772428,
496.9894104,1.324294806,496.9894104,1.662644148,496.9894104,1.885436773,
496.00354,1.325484037,496.00354,1.662885189,496.00354,1.88073647,
495.0174866,1.328233957,495.0174866,1.668622255,495.0174866,1.900459528,
493.9933472,1.331040978,493.9933472,1.669643044,493.9933472,1.900132298,
493.006897,1.330930591,493.006897,1.670166373,493.006897,1.910512447,
491.9822693,1.332366586,491.9822693,1.67083931,491.9822693,1.905192733,
490.9953613,1.333755851,490.9953613,1.670910001,490.9953613,1.898824096,
490.0083618,1.334860206,490.0083618,1.67404151,490.0083618,1.897979379,
488.9831543,1.337890148,488.9831543,1.675945759,488.9831543,1.902238607,
487.9956055,1.339202046,487.9956055,1.678307652,487.9956055,1.901465654,
487.0079956,1.339994788,487.0079956,1.67398119,487.0079956,1.905880332,
485.9821167,1.3423177,485.9821167,1.676706314,485.9821167,1.90905416,
484.9940796,1.345168471,484.9940796,1.687007308,484.9940796,1.914996862,
484.0058289,1.347545385,484.0058289,1.681129456,484.0058289,1.907353401,
483.0173645,1.352028131,483.0173645,1.682884574,483.0173645,1.903689027,
481.9906311,1.352096796,481.9906311,1.693219304,481.9906311,1.916725397,
481.00177,1.359920621,481.00177,1.694324613,481.00177,1.9125247,
480.0126953,1.363031149,480.0126953,1.701050758,480.0126953,1.925619364,
478.9854126,1.370653152,478.9854126,1.702876687,478.9854126,1.934761882,
477.9959412,1.373267651,477.9959412,1.710425496,477.9959412,1.940334201,
477.0062866,1.377179384,477.0062866,1.716802597,477.0062866,1.946444392,
476.0164185,1.385763764,476.0164185,1.728707075,476.0164185,1.946131587,
474.9883728,1.390945911,474.9883728,1.728067279,474.9883728,1.946176648,
473.9980774,1.396113515,473.9980774,1.740579605,473.9980774,1.965904355,
473.0076904,1.403542161,473.0076904,1.748805523,473.0076904,1.965107322,
472.0170593,1.409668088,472.0170593,1.744387627,472.0170593,1.969074607,
470.9880981,1.41459024,470.9880981,1.75442946,470.9880981,1.983888507,
469.9971313,1.418688059,469.9971313,1.766138315,469.9971313,1.982220173,
469.0059204,1.425956488,469.0059204,1.769013405,469.0059204,1.993068814,
468.0144653,1.429453254,468.0144653,1.77802515,468.0144653,1.996374965,
466.9847717,1.434704304,466.9847717,1.780698061,466.9847717,1.993736982,
465.992981,1.441188097,465.992981,1.78166163,465.992981,2.006240368,
465.0009766,1.445619941,465.0009766,1.786445498,465.0009766,2.016055346,
464.0088196,1.454037547,464.0088196,1.795523167,464.0088196,2.00905633,
463.0164795,1.456646442,463.0164795,1.800684094,463.0164795,2.029180765,
461.9857788,1.462345362,461.9857788,1.809055686,461.9857788,2.036326408,
460.9930115,1.471199393,460.9930115,1.813777924,460.9930115,2.030461788,
460.0001221,1.47573626,460.0001221,1.811943889,460.0001221,2.038053036,
459.006958,1.479638338,459.006958,1.827858329,459.006958,2.043525219,
458.0136719,1.489143968,458.0136719,1.839734554,458.0136719,2.061218739,
456.9819031,1.499169946,456.9819031,1.840464354,456.9819031,2.061950207,
455.9883118,1.508740544,455.9883118,1.857781649,455.9883118,2.069247007,
454.9944458,1.518092036,454.9944458,1.872237682,454.9944458,2.08023715,
454.0003967,1.531018853,454.0003967,1.885671973,454.0003967,2.104255915,
453.006073,1.543580532,453.006073,1.895659804,453.006073,2.119720459,
452.0116882,1.555555105,452.0116882,1.910586834,452.0116882,2.121025085,
451.0171509,1.569506407,451.0171509,1.921818733,451.0171509,2.137965202,
449.9840393,1.585564733,449.9840393,1.947268844,449.9840393,2.168604612,
448.9890747,1.600057006,448.9890747,1.972017407,448.9890747,2.172560453,
447.9939575,1.615940809,447.9939575,1.982393384,447.9939575,2.195135832,
446.9985657,1.62813735,446.9985657,1.995069027,446.9985657,2.204093933,
446.0030212,1.634736776,446.0030212,2.005466461,446.0030212,2.222115993,
445.0073547,1.640634894,445.0073547,2.030947685,445.0073547,2.224058628,
444.0114441,1.650769591,444.0114441,2.032683849,444.0114441,2.234950542,
443.0153503,1.654688001,443.0153503,2.042822123,443.0153503,2.262134075,
442.0191345,1.657562852,442.0191345,2.040343761,442.0191345,2.242108345,
440.9843445,1.654110909,440.9843445,2.035686731,440.9843445,2.261707544,
439.9877625,1.651180506,439.9877625,2.041092157,439.9877625,2.236803055,
438.9909973,1.642479777,438.9909973,2.034687996,438.9909973,2.252319336,
437.993988,1.64442122,437.993988,2.02681613,437.993988,2.254135609,
436.9968262,1.633278012,436.9968262,2.031429291,436.9968262,2.243981361,
435.9995117,1.627970695,435.9995117,2.019155979,435.9995117,2.251741171,
435.0019836,1.621285558,435.0019836,2.018205881,435.0019836,2.235941648,
434.004303,1.611864924,434.004303,2.011790752,434.004303,2.240385532,
433.0064697,1.605049253,433.0064697,1.996448159,433.0064697,2.222660303,
432.0084229,1.59818387,432.0084229,1.99855125,432.0084229,2.209117889,
431.0102234,1.591628432,431.0102234,1.983827114,431.0102234,2.217645884,
430.0118408,1.588379145,430.0118408,1.981400847,430.0118408,2.215895176,
