7120 60%-1,,7120 60%-2,,60%-3,,7120 80%-1,,7120 80%-2,,80%-3,,7120 100%-1,,7120 100%-2,,100%-3,
波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs
711.0097656,0.770722807,711.0097656,0.680960476,711.0097656,0.571132243,711.0097656,0.934057236,711.0097656,0.800585032,711.0097656,0.809687853,711.0097656,1.022892475,711.0097656,0.966240645,711.0097656,0.85414803
710.0072021,0.772668302,710.0072021,0.684268177,710.0072021,0.574839413,710.0072021,0.941185892,710.0072021,0.803891182,710.0072021,0.81632942,710.0072021,1.032875419,710.0072021,0.973423183,710.0072021,0.859144509
709.0042114,0.778295577,709.0042114,0.690106034,709.0042114,0.577016473,709.0042114,0.945115626,709.0042114,0.809072375,709.0042114,0.818927229,709.0042114,1.03396666,709.0042114,0.978319645,709.0042114,0.863756597
708.0009766,0.78171128,708.0009766,0.694677413,708.0009766,0.579885185,708.0009766,0.951071441,708.0009766,0.811291933,708.0009766,0.824902535,708.0009766,1.040975094,708.0009766,0.981988609,708.0009766,0.869873881
706.9973755,0.786405444,706.9973755,0.698509097,706.9973755,0.581231952,706.9973755,0.956054211,706.9973755,0.817264974,706.9973755,0.831241787,706.9973755,1.04689157,706.9973755,0.989163458,706.9973755,0.879806697
705.9934082,0.789367855,705.9934082,0.701958656,705.9934082,0.585459352,705.9934082,0.961346209,705.9934082,0.825438678,705.9934082,0.835820913,705.9934082,1.045336127,705.9934082,0.992964864,705.9934082,0.879789114
704.9892578,0.795215249,704.9892578,0.704736531,704.9892578,0.588455498,704.9892578,0.97037679,704.9892578,0.825899363,704.9892578,0.839128077,704.9892578,1.058609605,704.9892578,0.999443591,704.9892578,0.886959195
703.9846802,0.800944567,703.9846802,0.706842363,703.9846802,0.591088235,703.9846802,0.972922266,703.9846802,0.835018754,703.9846802,0.844838798,703.9846802,1.069510818,703.9846802,1.010785699,703.9846802,0.891231477
703.015564,0.804043055,703.015564,0.714025796,703.015564,0.597649515,703.015564,0.983273685,703.015564,0.839726985,703.015564,0.849735797,703.015564,1.077151895,703.015564,1.016710758,703.015564,0.897467375
702.0103149,0.8090235,702.0103149,0.718974531,702.0103149,0.600324929,702.0103149,0.990530968,702.0103149,0.844029844,702.0103149,0.85469383,702.0103149,1.087656498,702.0103149,1.02276516,702.0103149,0.90577054
701.0047607,0.816283584,701.0047607,0.722405016,701.0047607,0.604516566,701.0047607,1.000103831,701.0047607,0.85246855,701.0047607,0.86387521,701.0047607,1.095248938,701.0047607,1.034663439,701.0047607,0.911852896
699.9989014,0.824594438,699.9989014,0.731507242,699.9989014,0.607784748,699.9989014,1.005900502,699.9989014,0.859634638,699.9989014,0.871830463,699.9989014,1.104986191,699.9989014,1.038822055,699.9989014,0.92046541
698.9926147,0.831932902,698.9926147,0.736264229,698.9926147,0.611819804,698.9926147,1.016580701,698.9926147,0.863998294,698.9926147,0.881505549,698.9926147,1.115259409,698.9926147,1.049001455,698.9926147,0.931287706
697.9860229,0.835838318,697.9860229,0.740126729,697.9860229,0.616347849,697.9860229,1.024135828,697.9860229,0.871788979,697.9860229,0.887093067,697.9860229,1.123516798,697.9860229,1.060166359,697.9860229,0.939530551
697.0150757,0.842766583,697.0150757,0.748217762,697.0150757,0.621909618,697.0150757,1.033948421,697.0150757,0.878298044,697.0150757,0.898226917,697.0150757,1.131195784,697.0150757,1.068771482,697.0150757,0.945313096
696.0079346,0.85072577,696.0079346,0.754395366,696.0079346,0.628166974,696.0079346,1.043263793,696.0079346,0.885193646,696.0079346,0.90399611,696.0079346,1.145018935,696.0079346,1.079861403,696.0079346,0.956102133
695.0003662,0.854852736,695.0003662,0.758505464,695.0003662,0.630960524,695.0003662,1.053908229,695.0003662,0.892979443,695.0003662,0.912528157,695.0003662,1.16172266,695.0003662,1.085801959,695.0003662,0.96274513
693.9924927,0.869020402,693.9924927,0.767277122,693.9924927,0.637769401,693.9924927,1.058377147,693.9924927,0.904447198,693.9924927,0.920475602,693.9924927,1.165357828,693.9924927,1.104106307,693.9924927,0.975470305
692.984314,0.8738392,692.984314,0.77297473,692.984314,0.641287625,692.984314,1.080538273,692.984314,0.91123122,692.984314,0.932066202,692.984314,1.182196856,692.984314,1.109140158,692.984314,0.98300302
692.0118408,0.882862389,692.0118408,0.780422449,692.0118408,0.648439169,692.0118408,1.090429664,692.0118408,0.921204805,692.0118408,0.939535856,692.0118408,1.189370751,692.0118408,1.123959541,692.0118408,0.995951772
691.0029907,0.885619402,691.0029907,0.787569463,691.0029907,0.649727881,691.0029907,1.103455544,691.0029907,0.925340831,691.0029907,0.946357071,691.0029907,1.207409024,691.0029907,1.138118029,691.0029907,1.00225687
689.9937744,0.895193398,689.9937744,0.792752802,689.9937744,0.655116975,689.9937744,1.10825479,689.9937744,0.936339438,689.9937744,0.956293225,689.9937744,1.213350892,689.9937744,1.149714947,689.9937744,1.015268087
688.984314,0.896781683,688.984314,0.798390627,688.984314,0.656592727,688.984314,1.115634203,688.984314,0.941943288,688.984314,0.961381197,688.984314,1.221308708,688.984314,1.156451225,688.984314,1.025285244
688.010498,0.906816065,688.010498,0.80031091,688.010498,0.659378707,688.010498,1.12751174,688.010498,0.950425327,688.010498,0.968865097,688.010498,1.235826373,688.010498,1.159871221,688.010498,1.026551962
687.0004272,0.909677029,687.0004272,0.804214954,687.0004272,0.666864634,687.0004272,1.135094762,687.0004272,0.957180083,687.0004272,0.973774672,687.0004272,1.244371414,687.0004272,1.169290066,687.0004272,1.032871366
685.9899292,0.912164509,685.9899292,0.808305442,685.9899292,0.666941166,685.9899292,1.133711576,685.9899292,0.95786792,685.9899292,0.982551873,685.9899292,1.255198359,685.9899292,1.174927592,685.9899292,1.044583201
685.0152588,0.912477553,685.0152588,0.809770405,685.0152588,0.668387592,685.0152588,1.146974921,685.0152588,0.954211593,685.0152588,0.985604644,685.0152588,1.250532269,685.0152588,1.187484145,685.0152588,1.04254961
684.0041504,0.916857123,684.0041504,0.812622964,684.0041504,0.668245554,684.0041504,1.149455667,684.0041504,0.965036869,684.0041504,0.981650531,684.0041504,1.264777422,684.0041504,1.187280655,684.0041504,1.047382355
682.9927979,0.916375637,682.9927979,0.811227322,682.9927979,0.668426871,682.9927979,1.150088072,682.9927979,0.966126204,682.9927979,0.991451025,682.9927979,1.263785601,682.9927979,1.187080383,682.9927979,1.047508836
682.0171509,0.915953755,682.0171509,0.812714815,682.0171509,0.666049779,682.0171509,1.143305898,682.0171509,0.965744734,682.0171509,0.985559583,682.0171509,1.262484908,682.0171509,1.179138303,682.0171509,1.047659874
681.005127,0.914730787,681.005127,0.808853209,681.005127,0.663901269,681.005127,1.149516702,681.005127,0.968203723,681.005127,0.983358145,681.005127,1.259625673,681.005127,1.176388741,681.005127,1.047827244
679.9927979,0.907175958,679.9927979,0.811345756,679.9927979,0.66476053,679.9927979,1.143954158,679.9927979,0.960775435,679.9927979,0.98094815,679.9927979,1.255412102,679.9927979,1.177687287,679.9927979,1.041641593
