7942 60%-2,,7942 80%-1,,7942 80%-2,,7942 100%-1,,7942 100%-2,,
波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,
710.0072021,0.9239571691,710.0072021,1.180449009,710.0072021,1.183172464,710.0072021,1.381542444,710.0072021,1.391141176,
709.0042114,0.929312408,709.0042114,1.189469337,709.0042114,1.185415745,709.0042114,1.395859838,709.0042114,1.397582889,
708.0009766,0.9365987182,708.0009766,1.193725824,708.0009766,1.204050541,708.0009766,1.4107939,708.0009766,1.416009545,
706.9973755,0.9451541305,706.9973755,1.207632303,706.9973755,1.212570429,706.9973755,1.415091157,706.9973755,1.412257314,
705.9934082,0.9527199864,705.9934082,1.213230968,705.9934082,1.216980457,705.9934082,1.425432682,705.9934082,1.426143646,
704.9892578,0.9642236233,704.9892578,1.220312119,704.9892578,1.232343197,704.9892578,1.437309265,704.9892578,1.444020867,
703.9846802,0.9704523087,703.9846802,1.234240055,703.9846802,1.244952321,703.9846802,1.443294287,703.9846802,1.454677463,
703.015564,0.9833359122,703.015564,1.24426055,703.015564,1.254762292,703.015564,1.457280278,703.015564,1.467694283,
702.0103149,0.9906508327,702.0103149,1.267918229,702.0103149,1.271055579,702.0103149,1.474905968,702.0103149,1.485087872,
701.0047607,1.005600214,701.0047607,1.272667766,701.0047607,1.283410192,701.0047607,1.499875069,701.0047607,1.495103121,
699.9989014,1.017906189,699.9989014,1.28909409,699.9989014,1.297704697,699.9989014,1.510577083,699.9989014,1.517956018,
698.9926147,1.032056928,698.9926147,1.311028242,698.9926147,1.318866253,698.9926147,1.528666973,698.9926147,1.528841019,
697.9860229,1.041977644,697.9860229,1.314174533,697.9860229,1.328237176,697.9860229,1.540232301,697.9860229,1.545709729,
697.0150757,1.061998367,697.0150757,1.336007237,697.0150757,1.355772853,697.0150757,1.556565642,697.0150757,1.557882667,
696.0079346,1.077324748,696.0079346,1.367995381,696.0079346,1.375719309,696.0079346,1.589334249,696.0079346,1.588356853,
695.0003662,1.090307832,695.0003662,1.381226063,695.0003662,1.391827106,695.0003662,1.609616756,695.0003662,1.608599782,
693.9924927,1.1134305,693.9924927,1.410574794,693.9924927,1.408628702,693.9924927,1.659984589,693.9924927,1.652243853,
692.984314,1.121364236,692.984314,1.43281889,692.984314,1.43348074,692.984314,1.648019671,692.984314,1.664558411,
692.0118408,1.147282958,692.0118408,1.446986794,692.0118408,1.456244707,692.0118408,1.682961702,692.0118408,1.700101733,
691.0029907,1.166300654,691.0029907,1.4798944,691.0029907,1.478359222,691.0029907,1.713757515,691.0029907,1.727949142,
689.9937744,1.184668899,689.9937744,1.5039711,689.9937744,1.510365248,689.9937744,1.762703776,689.9937744,1.747285485,
688.984314,1.204921126,688.984314,1.522713184,688.984314,1.535036802,688.984314,1.758257627,688.984314,1.776397228,
688.010498,1.220357895,688.010498,1.545518517,688.010498,1.554985881,688.010498,1.807595372,688.010498,1.788157463,
687.0004272,1.236583591,687.0004272,1.569607258,687.0004272,1.570694447,687.0004272,1.834424615,687.0004272,1.832805157,
685.9899292,1.249730229,685.9899292,1.56417644,685.9899292,1.579781651,685.9899292,1.80622983,685.9899292,1.802524805,
685.0152588,1.244626045,685.0152588,1.606377244,685.0152588,1.597040057,685.0152588,1.842752337,685.0152588,1.841319799,
684.0041504,1.264492393,684.0041504,1.598357201,684.0041504,1.602638721,684.0041504,1.878755331,684.0041504,1.843798161,
682.9927979,1.262786865,682.9927979,1.618412375,682.9927979,1.628475785,682.9927979,1.865496516,682.9927979,1.858335257,
682.0171509,1.266625285,682.0171509,1.604749799,682.0171509,1.629611135,682.0171509,1.888203025,682.0171509,1.863847852,
681.005127,1.268181682,681.005127,1.616125107,681.005127,1.607146263,681.005127,1.849481106,681.005127,1.865017772,
679.9927979,1.259044886,679.9927979,1.603454947,679.9927979,1.602607846,679.9927979,1.863559961,679.9927979,1.873862863,
679.0162354,1.240352631,679.0162354,1.606983066,679.0162354,1.620911956,679.0162354,1.848150253,679.0162354,1.858355045,
678.0032349,1.238262415,678.0032349,1.585939765,678.0032349,1.590191603,678.0032349,1.805943727,678.0032349,1.850162268,
676.9898682,1.224457145,676.9898682,1.571354628,676.9898682,1.580778122,676.9898682,1.854375243,676.9898682,1.825588942,
676.0125122,1.213240862,676.0125122,1.57056284,676.0125122,1.561913252,676.0125122,1.841602206,676.0125122,1.84067893,
674.9985962,1.205957174,674.9985962,1.565636516,674.9985962,1.547026634,674.9985962,1.844490051,674.9985962,1.789915562,
673.984314,1.192342162,673.984314,1.533225536,673.984314,1.558030367,673.984314,1.799979448,673.984314,1.753029466,
673.0059204,1.187704444,673.0059204,1.515803814,673.0059204,1.529301047,673.0059204,1.760561466,673.0059204,1.789402723,
671.9909668,1.173179626,671.9909668,1.513072968,671.9909668,1.538961411,671.9909668,1.775685668,671.9909668,1.786734104,
671.012146,1.160961032,671.012146,1.488582253,671.012146,1.503010988,671.012146,1.775621772,671.012146,1.761473298,
669.996582,1.158831596,669.996582,1.473767877,669.996582,1.483240962,669.996582,1.748877168,669.996582,1.750257969,
669.0170288,1.148154497,669.0170288,1.467472315,669.0170288,1.478545189,669.0170288,1.711036801,669.0170288,1.747252464,
668.0009155,1.137207508,668.0009155,1.445062518,668.0009155,1.471875668,668.0009155,1.72701025,668.0009155,1.724996448,
666.984436,1.126668572,666.984436,1.451558232,666.984436,1.439353108,666.984436,1.696737885,666.984436,1.72281754,
666.0039673,1.114425063,666.0039673,1.428811193,666.0039673,1.448522687,666.0039673,1.681696415,666.0039673,1.70730412,
664.9869385,1.104722023,664.9869385,1.420562983,664.9869385,1.43062222,664.9869385,1.678563714,664.9869385,1.690946221,
664.0059204,1.094626665,664.0059204,1.414750814,664.0059204,1.426835299,664.0059204,1.671148419,664.0059204,1.66464293,
662.9882202,1.093646288,662.9882202,1.400272846,662.9882202,1.419535279,662.9882202,1.64360249,662.9882202,1.669363976,
662.0065308,1.089462042,662.0065308,1.399085283,662.0065308,1.410275102,662.0065308,1.662181973,662.0065308,1.659464121,
660.9882813,1.088893056,660.9882813,1.399314642,660.9882813,1.404196024,660.9882813,1.642166972,660.9882813,1.653635979,
660.0060425,1.089807749,660.0060425,1.39482367,660.0060425,1.40515995,660.0060425,1.6506598,660.0060425,1.645645618,
658.9871216,1.089571476,658.9871216,1.405842304,658.9871216,1.405660391,658.9871216,1.655498028,658.9871216,1.66412437,
658.0042725,1.096829534,658.0042725,1.402951837,658.0042725,1.407361388,658.0042725,1.647563338,658.0042725,1.639252782,
656.9848022,1.095972538,656.9848022,1.405763865,656.9848022,1.416884661,656.9848022,1.656919956,656.9848022,1.65561235,
656.0013428,1.108105779,656.0013428,1.410677791,656.0013428,1.429284215,656.0013428,1.663521051,656.0013428,1.65781486,
655.0177002,1.120456815,655.0177002,1.422675848,655.0177002,1.430152535,655.0177002,1.666973114,655.0177002,1.670700073,
653.9973145,1.126533628,653.9973145,1.433384418,653.9973145,1.442934632,653.9973145,1.680281878,653.9973145,1.69348228,
653.0129395,1.126447558,653.0129395,1.442857742,653.0129395,1.460500002,653.0129395,1.687882304,653.0129395,1.700942397,
651.9919434,1.143407106,651.9919434,1.45823729,651.9919434,1.466646075,651.9919434,1.698510766,651.9919434,1.710964203,
651.0071411,1.153311491,651.0071411,1.47444737,651.0071411,1.473904133,651.0071411,1.712080836,651.0071411,1.720947146,
649.9854736,1.160921812,649.9854736,1.47550261,649.9854736,1.48256433,649.9854736,1.732172132,649.9854736,1.745996475,
649,1.169796467,649,1.496775746,649,1.498296022,649,1.747831106,649,1.745013595,
648.0142212,1.179290414,648.0142212,1.506710649,648.0142212,1.50444591,648.0142212,1.750489831,648.0142212,1.749405384,
646.9917603,1.198508739,646.9917603,1.52038753,646.9917603,1.521904945,646.9917603,1.766104579,646.9917603,1.784392118,
646.0054932,1.210131049,646.0054932,1.547688127,646.0054932,1.533772707,646.0054932,1.779740334,646.0054932,1.801408172,
644.9822998,1.224103332,644.9822998,1.555494547,644.9822998,1.560817122,644.9822998,1.797492385,644.9822998,1.827913046,
643.9954224,1.229119062,643.9954224,1.561509967,643.9954224,1.577430844,643.9954224,1.795065045,643.9954224,1.794135213,
643.0082397,1.236876845,643.0082397,1.571751595,643.0082397,1.577339172,643.0082397,1.851608276,643.0082397,1.822882414,
641.9841919,1.250883102,641.9841919,1.573220253,641.9841919,1.60102582,641.9841919,1.849001646,641.9841919,1.859604836,
640.99646,1.268797994,640.99646,1.604041815,640.99646,1.601249456,640.99646,1.864329934,640.99646,1.885154366,
640.0084839,1.275550604,640.0084839,1.618115783,640.0084839,1.630477071,640.0084839,1.864673376,640.0084839,1.906744003,
638.9835205,1.281668305,638.9835205,1.622274995,638.9835205,1.631631851,638.9835205,1.876945615,638.9835205,1.87812376,
637.994873,1.286585093,637.994873,1.637839437,637.994873,1.648706436,637.994873,1.887661099,637.994873,1.901244283,
637.0060425,1.294142246,637.0060425,1.633475065,637.0060425,1.638891459,637.0060425,1.899714231,637.0060425,1.898823261,
636.0169067,1.293765545,636.0169067,1.642492771,636.0169067,1.642520785,636.0169067,1.907160521,636.0169067,1.892382741,
634.9907837,1.301152945,634.9907837,1.658694983,634.9907837,1.665643454,634.9907837,1.908154726,634.9907837,1.905162334,
634.0010986,1.309017062,634.0010986,1.662938952,634.0010986,1.675624251,634.0010986,1.901274443,634.0010986,1.896145463,
633.0111084,1.303898215,633.0111084,1.676771879,633.0111084,1.679213047,633.0111084,1.909206033,633.0111084,1.941550374,
631.9840698,1.307821512,631.9840698,1.646229386,631.9840698,1.667011499,631.9840698,1.924066901,631.9840698,1.931743383,
630.9935913,1.297310233,630.9935913,1.654776096,630.9935913,1.663091302,630.9935913,1.889740109,630.9935913,1.954420447,
630.0026855,1.298429847,630.0026855,1.660492539,630.0026855,1.663483739,630.0026855,1.915024877,630.0026855,1.934909225,
629.0115967,1.300166011,629.0115967,1.661974788,629.0115967,1.665481091,629.0115967,1.914001346,629.0115967,1.921258926,
627.9834595,1.292869449,627.9834595,1.660826802,627.9834595,1.657699943,627.9834595,1.92452538,627.9834595,1.939308405,
626.9917603,1.300378799,626.9917603,1.655433893,626.9917603,1.65888536,626.9917603,1.920964003,626.9917603,1.928476334,
625.9998169,1.292707562,625.9998169,1.646781445,625.9998169,1.658118844,625.9998169,1.921578765,625.9998169,1.95341444,
625.0075684,1.288642526,625.0075684,1.645232558,625.0075684,1.654304862,625.0075684,1.922627449,625.0075684,1.913748264,
624.0151367,1.278103232,624.0151367,1.63972652,624.0151367,1.65351069,624.0151367,1.907391906,624.0151367,1.909429669,
622.9855347,1.274371982,622.9855347,1.631440401,622.9855347,1.643369675,622.9855347,1.918761849,622.9855347,1.90560329,
621.9924316,1.272912145,621.9924316,1.630518436,621.9924316,1.632259011,621.9924316,1.893790722,621.9924316,1.927142501,
620.9991455,1.26612854,620.9991455,1.618729353,620.9991455,1.628766298,620.9991455,1.899852514,620.9991455,1.911211252,
620.0054932,1.256565213,620.0054932,1.607070088,620.0054932,1.610029221,620.0054932,1.887050629,620.0054932,1.876052737,
619.0115967,1.249411106,619.0115967,1.604203582,619.0115967,1.603991151,619.0115967,1.895000219,619.0115967,1.884842992,
618.0174561,1.243590713,618.0174561,1.602370858,618.0174561,1.596952081,618.0174561,1.864421725,618.0174561,1.897313595,
616.986145,1.237787843,616.986145,1.590928912,616.986145,1.59799242,616.986145,1.850322843,616.986145,1.884464145,
615.9915161,1.228192687,615.9915161,1.574937344,615.9915161,1.587641239,615.9915161,1.869586706,615.9915161,1.863794565,
614.996521,1.220322847,614.996521,1.56274271,614.996521,1.558421493,614.996521,1.845523357,614.996521,1.823702097,
614.0012207,1.213975549,614.0012207,1.566326618,614.0012207,1.568432689,614.0012207,1.820552468,614.0012207,1.826459646,
613.0057373,1.20139432,613.0057373,1.54654038,613.0057373,1.56645596,613.0057373,1.827777624,613.0057373,1.822211027,
612.0099487,1.194106698,612.0099487,1.538245916,612.0099487,1.538430452,612.0099487,1.818209171,612.0099487,1.798099637,
611.0139771,1.184286118,611.0139771,1.532893419,611.0139771,1.535657406,611.0139771,1.804267406,611.0139771,1.802810311,
610.0175781,1.180325627,610.0175781,1.513694525,610.0175781,1.524617076,610.0175781,1.794726014,610.0175781,1.797215104,
608.9840698,1.169044375,608.9840698,1.502069712,608.9840698,1.514569521,608.9840698,1.76969099,608.9840698,1.773845553,
607.9871826,1.164474487,607.9871826,1.499115229,607.9871826,1.506988168,607.9871826,1.768073797,607.9871826,1.773111939,
606.9900513,1.157135129,606.9900513,1.49399364,606.9900513,1.494058013,606.9900513,1.760184288,606.9900513,1.755324125,
605.9926758,1.156149268,605.9926758,1.486819386,605.9926758,1.492177725,605.9926758,1.739534378,605.9926758,1.778146982,
604.9949951,1.145406604,604.9949951,1.47505188,604.9949951,1.488151431,604.9949951,1.735235572,604.9949951,1.746146321,
603.9970703,1.141655564,603.9970703,1.471474409,603.9970703,1.475215077,603.9970703,1.725588441,603.9970703,1.735188961,
602.9989014,1.141051888,602.9989014,1.466188073,602.9989014,1.472565889,602.9989014,1.71920681,602.9989014,1.733439326,
602.0003662,1.13275826,602.0003662,1.458320141,602.0003662,1.458853841,602.0003662,1.713156223,602.0003662,1.734850049,
601.001709,1.128549933,601.001709,1.446110845,601.001709,1.461438775,601.001709,1.721613646,601.001709,1.713013411,
600.0026855,1.127451181,600.0026855,1.449599028,600.0026855,1.466787457,600.0026855,1.698194742,600.0026855,1.716028452,
599.003418,1.123696327,599.003418,1.447659373,599.003418,1.447637558,599.003418,1.71468091,599.003418,1.720526934,
598.0039063,1.124691129,598.0039063,1.442287683,598.0039063,1.449192643,598.0039063,1.709585786,598.0039063,1.706649303,
597.0041504,1.119527698,597.0041504,1.432251811,597.0041504,1.44751358,597.0041504,1.695735455,597.0041504,1.695313811,
596.0040894,1.118232131,596.0040894,1.429360271,596.0040894,1.439878106,596.0040894,1.683385968,596.0040894,1.692478538,
595.0038452,1.114943743,595.0038452,1.435214281,595.0038452,1.430558562,595.0038452,1.683968544,595.0038452,1.68858552,
594.0032349,1.111015558,594.0032349,1.427066922,594.0032349,1.433781505,594.0032349,1.677869678,594.0032349,1.684489727,
593.0023804,1.108553529,593.0023804,1.429093599,593.0023804,1.433258176,593.0023804,1.680541039,593.0023804,1.684129119,
592.0012817,1.11067915,592.0012817,1.422993541,592.0012817,1.428672314,592.0012817,1.675747514,592.0012817,1.689006805,
591,1.10599041,591,1.424072146,591,1.428037047,591,1.662812233,591,1.68189013,
589.998291,1.106067777,589.998291,1.422649741,589.998291,1.424636245,589.998291,1.671589017,589.998291,1.670620322,
588.99646,1.105849862,588.99646,1.416636348,588.99646,1.417888522,588.99646,1.654503107,588.99646,1.677345395,
587.9943848,1.101884723,587.9943848,1.415854931,587.9943848,1.416046381,587.9943848,1.649272323,587.9943848,1.666980386,
586.9920044,1.10236299,586.9920044,1.404330611,586.9920044,1.420870543,586.9920044,1.646954417,586.9920044,1.668622613,
585.9892578,1.098152876,585.9892578,1.410790801,585.9892578,1.409841657,585.9892578,1.650379539,585.9892578,1.66042614,
584.9863892,1.101605296,584.9863892,1.412822962,584.9863892,1.412635088,584.9863892,1.648240805,584.9863892,1.670195937,
583.9832764,1.099356294,583.9832764,1.401462317,583.9832764,1.414806128,583.9832764,1.643673539,583.9832764,1.654547691,
583.0170288,1.095232606,583.0170288,1.403032303,583.0170288,1.410081744,583.0170288,1.646831512,583.0170288,1.653358936,
582.0133667,1.092571974,582.0133667,1.399517775,582.0133667,1.399870992,582.0133667,1.649615169,582.0133667,1.649459124,
581.0094604,1.095149636,581.0094604,1.397173285,581.0094604,1.405736804,581.0094604,1.628682613,581.0094604,1.652951241,
580.005249,1.094763637,580.005249,1.399861813,580.005249,1.405879378,580.005249,1.62928009,580.005249,1.640121937,
579.0009155,1.094554543,579.0009155,1.395076513,579.0009155,1.401031733,579.0009155,1.623099208,579.0009155,1.637065768,
