7942 60%-2,,7942 80%-1,,7942 80%-2,,7942 100%-1,,7942 100%-2,,
波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,
577.9961548,1.093459487,577.9961548,1.393473268,577.9961548,1.39903152,577.9961548,1.624529243,577.9961548,1.643291593,
576.991272,1.089168668,576.991272,1.386906505,576.991272,1.400263667,576.991272,1.622472763,576.991272,1.636283994,
575.986084,1.088649988,575.986084,1.389204025,575.986084,1.396462202,575.986084,1.629281044,575.986084,1.637759209,
575.0178833,1.088007569,575.0178833,1.38695693,575.0178833,1.389074445,575.0178833,1.623261452,575.0178833,1.626559138,
574.012146,1.08423233,574.012146,1.380414724,574.012146,1.386992812,574.012146,1.62038672,574.012146,1.624003649,
573.0062866,1.086148381,573.0062866,1.378969431,573.0062866,1.384830356,573.0062866,1.619446278,573.0062866,1.615522504,
572.0001221,1.084564686,572.0001221,1.378262401,572.0001221,1.384666562,572.0001221,1.605853081,572.0001221,1.614552736,
570.9937134,1.080992222,570.9937134,1.371317744,570.9937134,1.381552219,570.9937134,1.605002284,570.9937134,1.615435362,
569.9869385,1.079651475,569.9869385,1.37711072,569.9869385,1.379190683,569.9869385,1.601615071,569.9869385,1.615239024,
569.017334,1.078273177,569.017334,1.371635795,569.017334,1.381569624,569.017334,1.597417593,569.017334,1.603388786,
568.0101929,1.079313755,568.0101929,1.371712089,568.0101929,1.38037467,568.0101929,1.607586503,568.0101929,1.612955093,
567.0027466,1.078464985,567.0027466,1.366583586,567.0027466,1.376231432,567.0027466,1.596683383,567.0027466,1.599098444,
565.9949951,1.080502629,565.9949951,1.364754677,565.9949951,1.374666452,565.9949951,1.592965722,565.9949951,1.601119518,
564.9871826,1.075723052,564.9871826,1.367136002,564.9871826,1.375100255,564.9871826,1.592797756,564.9871826,1.590744257,
564.0162964,1.077358127,564.0162964,1.362918854,564.0162964,1.372307539,564.0162964,1.583278537,564.0162964,1.601815581,
563.0079346,1.078666449,563.0079346,1.363916159,563.0079346,1.36854291,563.0079346,1.587406397,563.0079346,1.60007298,
561.9992676,1.077963829,561.9992676,1.360397339,561.9992676,1.37107718,561.9992676,1.582466245,561.9992676,1.596514583,
560.9903564,1.078211427,560.9903564,1.363011718,560.9903564,1.368746758,560.9903564,1.58499825,560.9903564,1.59029305,
560.0185547,1.078807354,560.0185547,1.365054727,560.0185547,1.36768055,560.0185547,1.582923651,560.0185547,1.585265756,
559.0092163,1.077054024,559.0092163,1.362579584,559.0092163,1.370885134,559.0092163,1.579795361,559.0092163,1.589482665,
557.9995728,1.081567526,557.9995728,1.362506032,557.9995728,1.367759943,557.9995728,1.580272317,557.9995728,1.587248683,
556.9896851,1.078721166,556.9896851,1.360832453,556.9896851,1.368039489,556.9896851,1.581605792,556.9896851,1.585106015,
556.0169067,1.081124544,556.0169067,1.36110425,556.0169067,1.375592232,556.0169067,1.576885104,556.0169067,1.582096457,
555.0065918,1.082659841,555.0065918,1.361221552,555.0065918,1.368539095,555.0065918,1.571190238,555.0065918,1.58413136,
553.9960327,1.084985971,553.9960327,1.362297177,553.9960327,1.367621899,553.9960327,1.573096633,553.9960327,1.580195785,
552.9852295,1.087130785,552.9852295,1.361597538,552.9852295,1.370051622,552.9852295,1.572338462,552.9852295,1.581063509,
552.0115356,1.089948535,552.0115356,1.365408897,552.0115356,1.368540406,552.0115356,1.573088288,552.0115356,1.579120755,
551.0002441,1.090618014,551.0002441,1.364457726,551.0002441,1.369564772,551.0002441,1.569563508,551.0002441,1.582164168,
549.9886475,1.094001055,549.9886475,1.3673383,549.9886475,1.375471354,549.9886475,1.573478699,549.9886475,1.577159762,
549.0143433,1.094474673,549.0143433,1.369598508,549.0143433,1.374647379,549.0143433,1.576467633,549.0143433,1.585171461,
548.0022583,1.097703218,548.0022583,1.372190118,548.0022583,1.377780199,548.0022583,1.579847097,548.0022583,1.584751844,
546.9901123,1.098469734,546.9901123,1.372574687,546.9901123,1.380449891,546.9901123,1.575920343,546.9901123,1.582060218,
546.0150757,1.10221982,546.0150757,1.376081347,546.0150757,1.381966949,546.0150757,1.575538993,546.0150757,1.589002609,
545.0022583,1.10385561,545.0022583,1.379727244,545.0022583,1.382688165,545.0022583,1.585716367,545.0022583,1.587635636,
543.9893188,1.107378364,543.9893188,1.379772067,543.9893188,1.387714028,543.9893188,1.583333611,543.9893188,1.586126924,
543.0136108,1.110947371,543.0136108,1.382452369,543.0136108,1.388424516,543.0136108,1.584578395,543.0136108,1.590813875,
542.0001831,1.114325881,542.0001831,1.384529591,542.0001831,1.390675545,542.0001831,1.588018298,542.0001831,1.591770649,
540.9864502,1.115341306,540.9864502,1.386588931,540.9864502,1.392638087,540.9864502,1.584923267,540.9864502,1.590914369,
540.0100708,1.11831665,540.0100708,1.39021492,540.0100708,1.395768046,540.0100708,1.587726951,540.0100708,1.594738007,
538.9959106,1.123197556,538.9959106,1.395350337,538.9959106,1.398788929,538.9959106,1.592713714,538.9959106,1.596909404,
537.9815674,1.127671003,537.9815674,1.399427772,537.9815674,1.405595541,537.9815674,1.594298005,537.9815674,1.602602005,
537.0045166,1.132048368,537.0045166,1.401673079,537.0045166,1.409649253,537.0045166,1.59884727,537.0045166,1.603886604,
535.9896851,1.135395527,535.9896851,1.403964758,535.9896851,1.408627033,535.9896851,1.600267053,535.9896851,1.603354931,
535.012146,1.140151262,535.012146,1.406787515,535.012146,1.415781856,535.012146,1.604469538,535.012146,1.60964632,
533.9968262,1.144555211,533.9968262,1.414538026,533.9968262,1.417678356,533.9968262,1.606230021,533.9968262,1.613743067,
532.9812622,1.148931503,532.9812622,1.413376689,532.9812622,1.422753453,532.9812622,1.609228492,532.9812622,1.615585923,
532.0031128,1.153495193,532.0031128,1.421848059,532.0031128,1.423947334,532.0031128,1.616911173,532.0031128,1.620981812,
530.9871216,1.159407973,530.9871216,1.428585052,530.9871216,1.432545066,530.9871216,1.623407125,530.9871216,1.621923923,
530.0084839,1.16490674,530.0084839,1.433569908,530.0084839,1.439376116,530.0084839,1.629896879,530.0084839,1.630016327,
528.9920044,1.169364214,528.9920044,1.436712861,528.9920044,1.440878391,528.9920044,1.632028222,528.9920044,1.635839581,
528.0130005,1.172852635,528.0130005,1.44222343,528.0130005,1.448953032,528.0130005,1.630996943,528.0130005,1.638697982,
526.9960938,1.180034518,526.9960938,1.450619578,526.9960938,1.456183434,526.9960938,1.644342065,526.9960938,1.644218445,
526.0166016,1.18638289,526.0166016,1.45577991,526.0166016,1.463568926,526.0166016,1.647515655,526.0166016,1.653818488,
524.9992065,1.191980362,524.9992065,1.46229136,524.9992065,1.466994286,524.9992065,1.653463721,524.9992065,1.659130216,
523.9816284,1.199963212,523.9816284,1.470848322,523.9816284,1.473732352,523.9816284,1.658361435,523.9816284,1.664184809,
523.0014038,1.207239389,523.0014038,1.477088094,523.0014038,1.485004902,523.0014038,1.669034481,523.0014038,1.676661372,
521.9833984,1.215485692,521.9833984,1.488020778,521.9833984,1.490923882,521.9833984,1.677848697,521.9833984,1.687871933,
521.0027466,1.222486377,521.0027466,1.496211767,521.0027466,1.502858639,521.0027466,1.687125206,521.0027466,1.692494869,
519.984314,1.232479811,519.984314,1.501382351,519.984314,1.509214401,519.984314,1.699094176,519.984314,1.70825851,
519.0033569,1.236994624,519.0033569,1.513026595,519.0033569,1.514500618,519.0033569,1.708384037,519.0033569,1.71131134,
517.984375,1.246241212,517.984375,1.521949768,517.984375,1.525810242,517.984375,1.711042523,517.984375,1.71899879,
517.0029297,1.25388515,517.0029297,1.531029582,517.0029297,1.535157323,517.0029297,1.725137949,517.0029297,1.729619026,
515.9834595,1.260733366,515.9834595,1.539702773,515.9834595,1.546233654,515.9834595,1.742213607,515.9834595,1.738404512,
515.0016479,1.271271944,515.0016479,1.552392364,515.0016479,1.549288034,515.0016479,1.746507525,515.0016479,1.748992801,
513.9817505,1.280819058,513.9817505,1.561921835,513.9817505,1.565397501,513.9817505,1.760539532,513.9817505,1.764173985,
512.9995117,1.288136601,512.9995117,1.569966793,512.9995117,1.576851726,512.9995117,1.754482746,512.9995117,1.776974201,
512.0170898,1.294227242,512.0170898,1.578920364,512.0170898,1.586397886,512.0170898,1.777123332,512.0170898,1.783389091,
510.996521,1.302523136,510.996521,1.590620995,510.996521,1.59916091,510.996521,1.779969931,510.996521,1.790809989,
510.0135803,1.311047316,510.0135803,1.597578526,510.0135803,1.613496304,510.0135803,1.79889822,510.0135803,1.80295825,
508.9925842,1.319985509,508.9925842,1.613320947,508.9925842,1.613715768,508.9925842,1.805114269,508.9925842,1.815296769,
508.0092773,1.321297407,508.0092773,1.613931298,508.0092773,1.623175383,508.0092773,1.812467694,508.0092773,1.813753724,
506.987915,1.33368361,506.987915,1.627043128,506.987915,1.635028839,506.987915,1.820913553,506.987915,1.828449011,
506.0041199,1.340446115,506.0041199,1.630839944,506.0041199,1.647845745,506.0041199,1.840593815,506.0041199,1.846150517,
504.9823608,1.348442793,504.9823608,1.63607049,504.9823608,1.651171923,504.9823608,1.842155337,504.9823608,1.851724148,
503.9981384,1.353860259,503.9981384,1.648901105,503.9981384,1.655097246,503.9981384,1.849447727,503.9981384,1.864506483,
503.0137634,1.358989954,503.0137634,1.657358766,503.0137634,1.662507653,503.0137634,1.852293491,503.0137634,1.858546138,
501.9913025,1.362336874,501.9913025,1.661948323,501.9913025,1.668125987,501.9913025,1.874493361,501.9913025,1.869733453,
501.0064392,1.369186044,501.0064392,1.674296141,501.0064392,1.680369854,501.0064392,1.878087401,501.0064392,1.882532001,
499.983551,1.374149442,499.983551,1.681098342,499.983551,1.681091189,499.983551,1.884287119,499.983551,1.880275011,
498.9983826,1.377143502,498.9983826,1.687333226,498.9983826,1.686053872,498.9983826,1.88297236,498.9983826,1.888682008,
498.0128784,1.38470149,498.0128784,1.684792399,498.0128784,1.692665577,498.0128784,1.899015665,498.0128784,1.897025943,
496.9894104,1.383891702,496.9894104,1.68360877,496.9894104,1.691458344,496.9894104,1.884061575,496.9894104,1.899230003,
496.00354,1.385588169,496.00354,1.684441209,496.00354,1.702357411,496.00354,1.887295485,496.00354,1.901141763,
495.0174866,1.388976574,495.0174866,1.696506143,495.0174866,1.700960755,495.0174866,1.903571606,495.0174866,1.90524888,
493.9933472,1.393515944,493.9933472,1.698505878,493.9933472,1.699814916,493.9933472,1.903189778,493.9933472,1.912190318,
493.006897,1.396744251,493.006897,1.696924567,493.006897,1.703812003,493.006897,1.901846886,493.006897,1.912209988,
491.9822693,1.393104792,491.9822693,1.69736135,491.9822693,1.702024102,491.9822693,1.900681138,491.9822693,1.914989114,
490.9953613,1.394066334,490.9953613,1.695848584,490.9953613,1.706364155,490.9953613,1.900074005,490.9953613,1.909988165,
490.0083618,1.395460963,490.0083618,1.69586277,490.0083618,1.704356074,490.0083618,1.910031915,490.0083618,1.904705048,
488.9831543,1.400356412,488.9831543,1.700896382,488.9831543,1.705987096,488.9831543,1.90764308,488.9831543,1.915675282,
487.9956055,1.399947047,487.9956055,1.703159451,487.9956055,1.706680655,487.9956055,1.904551506,487.9956055,1.91699338,
487.0079956,1.401406407,487.0079956,1.703299999,487.0079956,1.704522729,487.0079956,1.904831648,487.0079956,1.912634969,
485.9821167,1.405466557,485.9821167,1.705551147,485.9821167,1.714760423,485.9821167,1.912528276,485.9821167,1.919146299,
484.9940796,1.410585165,484.9940796,1.708248496,484.9940796,1.7181077,484.9940796,1.917573094,484.9940796,1.926797748,
484.0058289,1.408584833,484.0058289,1.706729054,484.0058289,1.712989211,484.0058289,1.909788728,484.0058289,1.921038866,
483.0173645,1.41244173,483.0173645,1.709370375,483.0173645,1.717154503,483.0173645,1.906168222,483.0173645,1.922530174,
481.9906311,1.418822646,481.9906311,1.715326071,481.9906311,1.72070539,481.9906311,1.919237256,481.9906311,1.927356482,
481.00177,1.419972658,481.00177,1.722567439,481.00177,1.730562329,481.00177,1.920905232,481.00177,1.928321123,
480.0126953,1.429943085,480.0126953,1.726908326,480.0126953,1.74092567,480.0126953,1.935008645,480.0126953,1.938563347,
478.9854126,1.433191657,478.9854126,1.731503963,478.9854126,1.737823844,478.9854126,1.932008266,478.9854126,1.931540251,
477.9959412,1.439417958,477.9959412,1.729884982,477.9959412,1.745974779,477.9959412,1.944042683,477.9959412,1.959333062,
477.0062866,1.442155004,477.0062866,1.745680213,477.0062866,1.749251962,477.0062866,1.950492501,477.0062866,1.949529886,
476.0164185,1.44774127,476.0164185,1.750826359,476.0164185,1.761383891,476.0164185,1.952528477,476.0164185,1.964330554,
474.9883728,1.455346823,474.9883728,1.756989956,474.9883728,1.759951115,474.9883728,1.947734833,474.9883728,1.966341138,
473.9980774,1.463234305,473.9980774,1.761552215,473.9980774,1.765556574,473.9980774,1.95808816,473.9980774,1.971184015,
473.0076904,1.465187788,473.0076904,1.773111939,473.0076904,1.775825977,473.0076904,1.982600331,473.0076904,1.981105208,
472.0170593,1.473564982,472.0170593,1.772073984,472.0170593,1.78216815,472.0170593,1.973159313,472.0170593,1.982721567,
470.9880981,1.479592085,470.9880981,1.78713429,470.9880981,1.791684985,470.9880981,1.981287479,470.9880981,1.992719889,
469.9971313,1.482462168,469.9971313,1.799533248,469.9971313,1.796171784,469.9971313,1.979308844,469.9971313,1.985199213,
469.0059204,1.488489985,469.0059204,1.795879483,469.0059204,1.798342943,469.0059204,1.995139956,469.0059204,2.010787725,
468.0144653,1.49168694,468.0144653,1.800330758,468.0144653,1.802448869,468.0144653,2.010210514,468.0144653,2.014353514,
466.9847717,1.501443505,466.9847717,1.803080082,466.9847717,1.810510039,466.9847717,2.003387928,466.9847717,2.00869298,
465.992981,1.507985473,465.992981,1.815668464,465.992981,1.821595192,465.992981,2.013931751,465.992981,2.022121191,
465.0009766,1.513459802,465.0009766,1.81575191,465.0009766,1.822490811,465.0009766,2.017165184,465.0009766,2.023849964,
464.0088196,1.519342661,464.0088196,1.819444299,464.0088196,1.827015877,464.0088196,2.03155303,464.0088196,2.042650938,
463.0164795,1.522512674,463.0164795,1.824606538,463.0164795,1.831482172,463.0164795,2.022422791,463.0164795,2.046789169,
461.9857788,1.526476622,461.9857788,1.838144898,461.9857788,1.83905828,461.9857788,2.03663826,461.9857788,2.043921232,
460.9930115,1.534291744,460.9930115,1.844163418,460.9930115,1.846953154,460.9930115,2.035442352,460.9930115,2.056055546,
460.0001221,1.537039757,460.0001221,1.844403267,460.0001221,1.854487658,460.0001221,2.034370184,460.0001221,2.047344446,
459.006958,1.544530392,459.006958,1.857895613,459.006958,1.858118773,459.006958,2.049750328,459.006958,2.054346085,
458.0136719,1.555909991,458.0136719,1.869437695,458.0136719,1.871631384,458.0136719,2.064048529,458.0136719,2.066497326,
456.9819031,1.564180851,456.9819031,1.871411085,456.9819031,1.874636054,456.9819031,2.072583675,456.9819031,2.086755991,
455.9883118,1.573721886,455.9883118,1.893377304,455.9883118,1.892424822,455.9883118,2.07517004,455.9883118,2.093725681,
454.9944458,1.587484121,454.9944458,1.8964535,454.9944458,1.90482533,454.9944458,2.08796525,454.9944458,2.111271858,
454.0003967,1.598511457,454.0003967,1.914085865,454.0003967,1.914147854,454.0003967,2.099496841,454.0003967,2.107707024,
453.006073,1.614153981,453.006073,1.920843005,453.006073,1.929460526,453.006073,2.117692947,453.006073,2.117306948,
452.0116882,1.624632955,452.0116882,1.935031891,452.0116882,1.946321368,452.0116882,2.128448009,452.0116882,2.138816595,
451.0171509,1.635127306,451.0171509,1.955753684,451.0171509,1.957248569,451.0171509,2.177733898,451.0171509,2.162594557,
449.9840393,1.661295414,449.9840393,1.988699555,449.9840393,1.978339672,449.9840393,2.161664963,449.9840393,2.180516243,
448.9890747,1.669032454,448.9890747,2.006198406,448.9890747,2.003278971,448.9890747,2.175548077,448.9890747,2.194297791,
447.9939575,1.685957789,447.9939575,2.020216942,447.9939575,2.021897793,447.9939575,2.187847614,447.9939575,2.207570553,
446.9985657,1.692204595,446.9985657,2.017252684,446.9985657,2.032717466,446.9985657,2.211117744,446.9985657,2.216537237,
446.0030212,1.705016971,446.0030212,2.037713289,446.0030212,2.042106628,446.0030212,2.211324453,446.0030212,2.22430706,
445.0073547,1.716289401,445.0073547,2.05795908,445.0073547,2.062613249,445.0073547,2.228878498,445.0073547,2.239461422,
444.0114441,1.719637036,444.0114441,2.071993828,444.0114441,2.062529087,444.0114441,2.236732244,444.0114441,2.268892765,
443.0153503,1.727077127,443.0153503,2.066167831,443.0153503,2.074413538,443.0153503,2.276386499,443.0153503,2.253190041,
442.0191345,1.731297135,442.0191345,2.069972038,442.0191345,2.06743598,442.0191345,2.243767738,442.0191345,2.283873558,
440.9843445,1.733106017,440.9843445,2.074543715,440.9843445,2.079568624,440.9843445,2.257014036,440.9843445,2.270425797,
439.9877625,1.723931074,439.9877625,2.072080851,439.9877625,2.073872805,439.9877625,2.237569332,439.9877625,2.263658762,
438.9909973,1.715049982,438.9909973,2.069397211,438.9909973,2.078073978,438.9909973,2.261758327,438.9909973,2.261692524,
437.993988,1.713992715,437.993988,2.06804657,437.993988,2.061211586,437.993988,2.244416952,437.993988,2.246530533,
436.9968262,1.712874413,436.9968262,2.052213669,436.9968262,2.070954084,436.9968262,2.250140429,436.9968262,2.262326717,
435.9995117,1.701366544,435.9995117,2.049098492,435.9995117,2.054110289,435.9995117,2.251568317,435.9995117,2.256915092,
435.0019836,1.695798993,435.0019836,2.054440022,435.0019836,2.058985949,435.0019836,2.242837429,435.0019836,2.262933016,
434.004303,1.685097098,434.004303,2.039540529,434.004303,2.044603586,434.004303,2.230277777,434.004303,2.252894163,
433.0064697,1.678119183,433.0064697,2.036601305,433.0064697,2.030875683,433.0064697,2.237620354,433.0064697,2.248799086,
432.0084229,1.675064802,432.0084229,2.037550688,432.0084229,2.041303396,432.0084229,2.203940392,432.0084229,2.250999689,
431.0102234,1.665611982,431.0102234,2.013304472,431.0102234,2.025454044,431.0102234,2.223023891,431.0102234,2.223885536,
430.0118408,1.661985874,430.0118408,2.004101753,430.0118408,2.024357557,430.0118408,2.227161169,430.0118408,2.233734131,
429.0132751,1.660176277,429.0132751,2.007824421,429.0132751,2.002757788,429.0132751,2.20838213,429.0132751,2.237410545,
428.0145264,1.656293154,428.0145264,2.003056288,428.0145264,2.00300765,428.0145264,2.214543343,428.0145264,2.221208334,
427.0155945,1.647227287,427.0155945,1.993971586,427.0155945,1.995762706,427.0155945,2.200888157,427.0155945,2.214770317,
426.0165405,1.644490719,426.0165405,1.986296177,426.0165405,2.000871897,426.0165405,2.208162069,426.0165405,2.21193862,
425.0173035,1.645716548,425.0173035,1.986601591,425.0173035,1.999873281,425.0173035,2.207831621,425.0173035,2.210754395,
424.0178223,1.643300891,424.0178223,1.989913225,424.0178223,1.997681141,424.0178223,2.195266247,424.0178223,2.218761921,
423.0181885,1.641226172,423.0181885,1.991934896,423.0181885,1.99330914,423.0181885,2.193505764,423.0181885,2.218665123,
422.0184937,1.636029363,422.0184937,1.981954813,422.0184937,1.984838963,422.0184937,2.19252634,422.0184937,2.207675695,
421.0185242,1.632729173,421.0185242,1.973428249,421.0185242,1.986892104,421.0185242,2.182336569,421.0185242,2.194119215,
420.0183716,1.630501151,420.0183716,1.97709024,420.0183716,1.978042841,420.0183716,2.182418823,420.0183716,2.215858698,
419.0181274,1.628225684,419.0181274,1.971720219,419.0181274,1.979343891,419.0181274,2.198391438,419.0181274,2.207386494,
418.0176697,1.628017545,418.0176697,1.97296226,418.0176697,1.978841305,418.0176697,2.178164721,418.0176697,2.197360992,
417.0169678,1.620084047,417.0169678,1.966234565,417.0169678,1.960052729,417.0169678,2.185695887,417.0169678,2.181693077,
416.0162048,1.618545175,416.0162048,1.950875878,416.0162048,1.965234995,416.0162048,2.174027205,416.0162048,2.169875383,
415.0152283,1.613745093,415.0152283,1.945971012,415.0152283,1.956717372,415.0152283,2.169030905,415.0152283,2.172041416,
414.0140991,1.608626127,414.0140991,1.941794991,414.0140991,1.949031711,414.0140991,2.156736851,414.0140991,2.17307353,
413.0127869,1.60128963,413.0127869,1.939781666,413.0127869,1.941874266,413.0127869,2.169697762,413.0127869,2.164877415,
412.011322,1.594973087,412.011322,1.934382439,412.011322,1.939049602,412.011322,2.141968012,412.011322,2.176095963,
411.009613,1.584922791,411.009613,1.924702525,411.009613,1.925184369,411.009613,2.149199963,411.009613,2.158788204,
410.0078735,1.578840017,410.0078735,1.903660297,410.0078735,1.921133637,410.0078735,2.130765438,410.0078735,2.149458647,
409.0058594,1.575281262,409.0058594,1.915300488,409.0058594,1.915439725,409.0058594,2.120731592,409.0058594,2.140225172,
408.0036926,1.574781299,408.0036926,1.902896404,408.0036926,1.905978441,408.0036926,2.110247135,408.0036926,2.132754564,
407.0014038,1.56690228,407.0014038,1.896820545,407.0014038,1.907972932,407.0014038,2.123729944,407.0014038,2.122191906,
405.9989319,1.560986996,405.9989319,1.888524771,405.9989319,1.896315098,405.9989319,2.095744371,405.9989319,2.120877504,
404.9962769,1.557983398,404.9962769,1.88784194,404.9962769,1.885711193,404.9962769,2.100245714,404.9962769,2.110204458,
403.9934387,1.556491375,403.9934387,1.872403502,403.9934387,1.883739233,403.9934387,2.104294777,403.9934387,2.107233047,
402.990509,1.552765012,402.990509,1.865955114,402.990509,1.878503203,402.990509,2.090544462,402.990509,2.090791464,
401.9873657,1.547038674,401.9873657,1.86481607,401.9873657,1.871274233,401.9873657,2.08267355,401.9873657,2.099202394,
400.9840393,1.551894188,400.9840393,1.864421129,400.9840393,1.870836377,400.9840393,2.070453167,400.9840393,2.099453688,
400.019165,1.550318956,400.019165,1.865867972,400.019165,1.863401175,400.019165,2.06534791,400.019165,2.100320816,
399.0155945,1.548105717,399.0155945,1.859030247,399.0155945,1.872605562,399.0155945,2.077054977,399.0155945,2.082448244,
398.0117798,1.546851277,398.0117798,1.863561273,398.0117798,1.863488555,398.0117798,2.078349113,398.0117798,2.079066515,
397.007843,1.550999999,397.007843,1.859078407,397.007843,1.854974508,397.007843,2.067951918,397.007843,2.084307671,
396.0037537,1.552806735,396.0037537,1.864852548,396.0037537,1.87071991,396.0037537,2.070582867,396.0037537,2.085650206,
394.9994812,1.547539115,394.9994812,1.86378336,394.9994812,1.861745954,394.9994812,2.077556133,394.9994812,2.071151257,
393.9950562,1.550275087,393.9950562,1.861114621,393.9950562,1.865361094,393.9950562,2.063690424,393.9950562,2.08443284,
392.9904785,1.554073334,392.9904785,1.862654924,392.9904785,1.862052202,392.9904785,2.075161219,392.9904785,2.085117102,
391.9857178,1.547528028,391.9857178,1.851375461,391.9857178,1.869405746,391.9857178,2.070052624,391.9857178,2.069470406,
390.9808044,1.552104592,390.9808044,1.865818858,390.9808044,1.86239624,390.9808044,2.061677933,390.9808044,2.081613064,
390.0144043,1.557211399,390.0144043,1.858710289,390.0144043,1.872614264,390.0144043,2.059592009,390.0144043,2.077582598,
389.0091858,1.558702111,389.0091858,1.865977764,389.0091858,1.874080658,389.0091858,2.076288462,389.0091858,2.082507849,
388.0038147,1.555135012,388.0038147,1.858260989,388.0038147,1.874636292,388.0038147,2.063931465,388.0038147,2.080728292,
386.998291,1.562443018,386.998291,1.857518792,386.998291,1.865147591,386.998291,2.055830002,386.998291,2.079525948,
385.9925842,1.557359576,385.9925842,1.866630197,385.9925842,1.872286677,385.9925842,2.069376945,385.9925842,2.064576864,
384.9867554,1.555838943,384.9867554,1.864543557,384.9867554,1.866646886,384.9867554,2.081812143,384.9867554,2.085357428,
383.9807129,1.556242585,383.9807129,1.85373807,383.9807129,1.866827965,383.9807129,2.064896584,383.9807129,2.077341795,
383.0132751,1.550991654,383.0132751,1.859944701,383.0132751,1.862010598,383.0132751,2.060136795,383.0132751,2.08254981,
382.006958,1.55411911,382.006958,1.855228066,382.006958,1.861054182,382.006958,2.070882797,382.006958,2.074685574,
381.0004883,1.557505965,381.0004883,1.859069228,381.0004883,1.869441271,381.0004883,2.059915304,381.0004883,2.065129042,
379.9938354,1.55255127,379.9938354,1.857908249,379.9938354,1.863660336,379.9938354,2.069494724,379.9938354,2.052366972,
378.9870911,1.552030444,378.9870911,1.846457124,378.9870911,1.863772154,378.9870911,2.045196772,378.9870911,2.065992117,
378.0188599,1.550913692,378.0188599,1.854498029,378.0188599,1.851619244,378.0188599,2.050241709,378.0188599,2.055623531,
377.0117798,1.547672033,377.0117798,1.843138218,377.0117798,1.843606234,377.0117798,2.041531324,377.0117798,2.044857264,
376.0045471,1.547457218,376.0045471,1.843652487,376.0045471,1.842275977,376.0045471,2.036292791,376.0045471,2.057608843,
374.9971619,1.539865494,374.9971619,1.848120451,374.9971619,1.841544151,374.9971619,2.037708521,374.9971619,2.049634218,
373.9896545,1.541052818,373.9896545,1.830510259,373.9896545,1.833464503,373.9896545,2.017897844,373.9896545,2.028933525,
372.9819336,1.547355175,372.9819336,1.842667222,372.9819336,1.82972908,372.9819336,2.033447266,372.9819336,2.037474632,
372.0128784,1.548634648,372.0128784,1.826719522,372.0128784,1.835049152,372.0128784,2.025290251,372.0128784,2.019104719,
371.0048828,1.54998529,371.0048828,1.818033099,371.0048828,1.830383182,371.0048828,2.028013229,371.0048828,2.034892559,
369.9967651,1.542114615,369.9967651,1.821173668,369.9967651,1.824338436,369.9967651,2.036792994,369.9967651,2.050082922,
368.9884644,1.542728186,368.9884644,1.821072459,368.9884644,1.83812201,368.9884644,2.030210018,368.9884644,2.02624464,
368.0187988,1.541916847,368.0187988,1.820453763,368.0187988,1.834310174,368.0187988,2.006976604,368.0187988,2.035378456,
367.0102234,1.544752359,367.0102234,1.822151423,367.0102234,1.827124119,367.0102234,2.013045073,367.0102234,2.022769451,
366.0014648,1.544283032,366.0014648,1.8239429,366.0014648,1.822791457,366.0014648,2.035164595,366.0014648,2.018678427,
364.9926147,1.546149492,364.9926147,1.824426055,364.9926147,1.825751781,364.9926147,2.01411581,364.9926147,2.025627136,
363.9835815,1.54808712,363.9835815,1.822011948,363.9835815,1.828156114,363.9835815,2.010467052,363.9835815,2.022732973,
363.0132141,1.548330665,363.0132141,1.822773933,363.0132141,1.832334995,363.0132141,2.017003536,363.0132141,2.024849176,
362.0039063,1.542336941,362.0039063,1.81906724,362.0039063,1.819639564,362.0039063,2.00198555,362.0039063,2.014907598,
360.9944153,1.55039537,360.9944153,1.818288445,360.9944153,1.827927589,360.9944153,1.999943256,360.9944153,2.019421816,
359.9848022,1.550976992,359.9848022,1.823709846,359.9848022,1.821783066,359.9848022,2.005130768,359.9848022,2.031675577,
359.0138855,1.55095458,359.0138855,1.821150661,359.0138855,1.833935976,359.0138855,2.011984348,359.0138855,2.029052734,
358.0039673,1.553103328,358.0039673,1.819415092,358.0039673,1.826457739,358.0039673,2.002351999,358.0039673,2.022188663,
356.993927,1.553514123,356.993927,1.824919462,356.993927,1.832821488,356.993927,2.010396242,356.993927,2.011383295,
355.9837341,1.553205013,355.9837341,1.823137879,355.9837341,1.83600378,355.9837341,2.010138988,355.9837341,2.028229237,
355.0122375,1.561468482,355.0122375,1.834721804,355.0122375,1.839856744,355.0122375,2.015248299,355.0122375,2.021850348,
354.00177,1.565474987,354.00177,1.821079731,354.00177,1.831223965,354.00177,2.012351513,354.00177,2.029058933,
352.9911804,1.564300537,352.9911804,1.832796574,352.9911804,1.836244226,352.9911804,2.014816999,352.9911804,2.01990366,
352.0192566,1.568829417,352.0192566,1.835506916,352.0192566,1.83357811,352.0192566,2.022023439,352.0192566,2.038630486,
351.0083313,1.574318647,351.0083313,1.847753882,351.0083313,1.838389158,351.0083313,2.023070812,351.0083313,2.03433466,
349.9973145,1.57383275,349.9973145,1.83928287,349.9973145,1.845444679,349.9973145,2.027442217,349.9973145,2.048608065,
348.9861145,1.583439946,348.9861145,1.848022103,348.9861145,1.850423455,348.9861145,2.029571533,348.9861145,2.048986435,
