60%-1,,60%-2,,60%-3,,80%-1,,80%-2,,80%-3,,100%-1,,100%-2,,100%-3,,
波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,
762.0026855,0.4845956564,762.0026855,0.6097061038,762.0026855,0.6243054271,762.0026855,0.6897396445,762.0026855,0.6784579158,762.0026855,0.829585731,762.0026855,0.9990254045,762.0026855,1.019036174,762.0026855,0.8381915092,
760.9827881,0.4845823348,760.9827881,0.6104083657,760.9827881,0.6244164109,760.9827881,0.690834105,760.9827881,0.6768369675,760.9827881,0.8276752234,760.9827881,0.9942515492,760.9827881,1.023743153,760.9827881,0.8455357552,
759.9976196,0.485260576,759.9976196,0.6105540991,759.9976196,0.6258010864,759.9976196,0.6918987632,759.9976196,0.6795765758,759.9976196,0.8315902352,759.9976196,0.9977092743,759.9976196,1.024461865,759.9976196,0.8455068469,
759.012146,0.487241745,759.012146,0.6133659482,759.012146,0.6265545487,759.012146,0.6953133345,759.012146,0.6815255284,759.012146,0.8320207596,759.012146,0.9974616766,759.012146,1.027031541,759.012146,0.8438486457,
757.9910889,0.4854974747,757.9910889,0.6117672324,757.9910889,0.6267806292,757.9910889,0.6932997704,757.9910889,0.6823972464,757.9910889,0.8305165768,757.9910889,1.004047036,757.9910889,1.02181685,757.9910889,0.8471293449,
757.0048218,0.4878288209,757.0048218,0.6118499041,757.0048218,0.6264599562,757.0048218,0.6943773627,757.0048218,0.6827587485,757.0048218,0.8325177431,757.0048218,1.008566976,757.0048218,1.034859061,757.0048218,0.8471899629,
755.9830933,0.4903295636,755.9830933,0.6141119003,755.9830933,0.6276717782,755.9830933,0.6925470233,755.9830933,0.683296442,755.9830933,0.830806613,755.9830933,1.004459739,755.9830933,1.029753208,755.9830933,0.8455258012,
754.9960938,0.4885055125,754.9960938,0.6154081225,754.9960938,0.6287297606,754.9960938,0.6956709623,754.9960938,0.6817676425,754.9960938,0.837469995,754.9960938,1.002489209,754.9960938,1.033185959,754.9960938,0.849945128,
754.0087891,0.4914044142,754.0087891,0.6158831716,754.0087891,0.630309999,754.0087891,0.6985134482,754.0087891,0.6845423579,754.0087891,0.8329946399,754.0087891,1.006308436,754.0087891,1.034703851,754.0087891,0.8465594053,
752.9859619,0.4919234216,752.9859619,0.6157137156,752.9859619,0.6311104894,752.9859619,0.6986588836,752.9859619,0.6846001744,752.9859619,0.8343939781,752.9859619,1.005217552,752.9859619,1.030760169,752.9859619,0.8528713584,
751.9978638,0.4937252998,751.9978638,0.6176536083,751.9978638,0.6314768791,751.9978638,0.7004562616,751.9978638,0.6868431568,751.9978638,0.8403952718,751.9978638,1.012400627,751.9978638,1.036385059,751.9978638,0.8538650274,
751.0095825,0.4939708412,751.0095825,0.6187144518,751.0095825,0.6335344911,751.0095825,0.6987547874,751.0095825,0.6879376769,751.0095825,0.8380554914,751.0095825,1.010955811,751.0095825,1.037990928,751.0095825,0.8520382047,
749.9854736,0.4930909276,749.9854736,0.6193598509,749.9854736,0.6315774322,749.9854736,0.6999387145,749.9854736,0.6916638017,749.9854736,0.8403324485,749.9854736,1.0063802,749.9854736,1.03796649,749.9854736,0.854021132,
748.9963989,0.4936625659,748.9963989,0.6200307608,748.9963989,0.6344646215,748.9963989,0.7024629712,748.9963989,0.6902621388,748.9963989,0.8400329947,748.9963989,1.011664987,748.9963989,1.038969517,748.9963989,0.8538674712,
748.006958,0.49526456,748.006958,0.6218653321,748.006958,0.6349439025,748.006958,0.703306973,748.006958,0.689689517,748.006958,0.8413603902,748.006958,1.010741472,748.006958,1.037910581,748.006958,0.8562448025,
747.0170898,0.4957662821,747.0170898,0.6238070726,747.0170898,0.6366470456,747.0170898,0.7061178088,747.0170898,0.6931913495,747.0170898,0.8442246318,747.0170898,1.01355803,747.0170898,1.043952823,747.0170898,0.8604481816,
745.9916382,0.4972725511,745.9916382,0.6262482405,745.9916382,0.6375592947,745.9916382,0.7043957114,745.9916382,0.6918593049,745.9916382,0.8454643488,745.9916382,1.016285896,745.9916382,1.04423511,745.9916382,0.8632367849,
745.0010986,0.4970989823,745.0010986,0.6243536472,745.0010986,0.6398865581,745.0010986,0.7102355957,745.0010986,0.6951712966,745.0010986,0.8447337151,745.0010986,1.013702989,745.0010986,1.042561054,745.0010986,0.8593931794,
744.0101929,0.4995598197,744.0101929,0.6260063052,744.0101929,0.6410971284,744.0101929,0.7110493779,744.0101929,0.6949661374,744.0101929,0.8456071615,744.0101929,1.022253633,744.0101929,1.045592904,744.0101929,0.8622794747,
742.9835815,0.5004087687,742.9835815,0.6283141375,742.9835815,0.6420863271,742.9835815,0.7101620436,742.9835815,0.6970440149,742.9835815,0.8458856344,742.9835815,1.022550225,742.9835815,1.045307994,742.9835815,0.8646005392,
741.9920044,0.5006626248,741.9920044,0.6286811829,741.9920044,0.6435878873,741.9920044,0.7089494467,741.9920044,0.696651876,741.9920044,0.8482013345,741.9920044,1.019642353,741.9920044,1.049723983,741.9920044,0.8665673137,
741,0.5013030767,741,0.62976861,741,0.6429147124,741,0.7106113434,741,0.6996471882,741,0.8522393703,741,1.020527244,741,1.052234173,741,0.8679882288,
740.0078125,0.5032042265,740.0078125,0.6317414641,740.0078125,0.6454119682,740.0078125,0.7120559216,740.0078125,0.7005492449,740.0078125,0.8532958031,740.0078125,1.025129795,740.0078125,1.05512166,740.0078125,0.8688842058,
739.0151367,0.5031585693,739.0151367,0.6339827776,739.0151367,0.645100534,739.0151367,0.7140876055,739.0151367,0.6994198561,739.0151367,0.8533833027,739.0151367,1.022133589,739.0151367,1.052491069,739.0151367,0.8687306046,
737.9866943,0.5051438212,737.9866943,0.6325065494,737.9866943,0.6479355693,737.9866943,0.7172778249,737.9866943,0.7020869255,737.9866943,0.8571773767,737.9866943,1.028913736,737.9866943,1.05407095,737.9866943,0.8701269627,
736.9933472,0.5065988302,736.9933472,0.6361975074,736.9933472,0.6511902809,736.9933472,0.7178351879,736.9933472,0.7037253976,736.9933472,0.8561475873,736.9933472,1.03008616,736.9933472,1.063400269,736.9933472,0.8701508641,
735.9996338,0.5080766678,735.9996338,0.6362472773,735.9996338,0.6523649096,735.9996338,0.7183511853,735.9996338,0.7064617872,735.9996338,0.8613752723,735.9996338,1.03517437,735.9996338,1.060768127,735.9996338,0.8754560947,
735.0056152,0.5082284212,735.0056152,0.6381381154,735.0056152,0.6534150839,735.0056152,0.7202399373,735.0056152,0.7069838047,735.0056152,0.8591719866,735.0056152,1.036164999,735.0056152,1.065153599,735.0056152,0.8757701516,
734.0111694,0.508782804,734.0111694,0.6393213272,734.0111694,0.654007256,734.0111694,0.720831573,734.0111694,0.7089995742,734.0111694,0.8614684343,734.0111694,1.034829021,734.0111694,1.065000892,734.0111694,0.8785809278,
733.0164185,0.5123295188,733.0164185,0.6405974627,733.0164185,0.6539483666,733.0164185,0.722807467,733.0164185,0.7104939222,733.0164185,0.8659386039,733.0164185,1.03493309,733.0164185,1.066530108,733.0164185,0.8778443933,
731.9858398,0.5112197399,731.9858398,0.6419405341,731.9858398,0.654884398,731.9858398,0.7252132297,731.9858398,0.7108981013,731.9858398,0.8642399311,731.9858398,1.040841937,731.9858398,1.069764018,731.9858398,0.8809501529,
730.9904175,0.5124601722,730.9904175,0.6456653476,730.9904175,0.6581702232,730.9904175,0.7286531329,730.9904175,0.7138946056,730.9904175,0.8687112331,730.9904175,1.042276859,730.9904175,1.071760774,730.9904175,0.8840627074,
729.9946289,0.5155434608,729.9946289,0.6457845569,729.9946289,0.6592641473,729.9946289,0.7291648984,729.9946289,0.7147601843,729.9946289,0.8702790141,729.9946289,1.04484117,729.9946289,1.074688315,729.9946289,0.8846817613,
728.9984741,0.5171759725,728.9984741,0.6479973197,728.9984741,0.6614132524,728.9984741,0.7310496569,728.9984741,0.7167083025,728.9984741,0.8735255599,728.9984741,1.04774189,728.9984741,1.075201511,728.9984741,0.8871254921,
728.0020142,0.5187115073,728.0020142,0.6492995024,728.0020142,0.6623790264,728.0020142,0.7328398824,728.0020142,0.7198024988,728.0020142,0.8735292554,728.0020142,1.050999284,728.0020142,1.079943061,728.0020142,0.8908158541,
727.005188,0.5196607709,727.005188,0.6507521272,727.005188,0.6642506719,727.005188,0.7374075651,727.005188,0.719646275,727.005188,0.8760035038,727.005188,1.050858021,727.005188,1.080117464,727.005188,0.8920235634,
726.0079956,0.521271348,726.0079956,0.6529829502,726.0079956,0.6656039357,726.0079956,0.7358240485,726.0079956,0.7231488824,726.0079956,0.878733933,726.0079956,1.055259466,726.0079956,1.084027648,726.0079956,0.8946087956,
725.0105591,0.5230183005,725.0105591,0.6532059908,725.0105591,0.6683870554,725.0105591,0.740765512,725.0105591,0.7256176472,725.0105591,0.8806508183,725.0105591,1.058075547,725.0105591,1.091007352,725.0105591,0.8972238898,
724.0126953,0.5257457495,724.0126953,0.6577822566,724.0126953,0.6723899245,724.0126953,0.7417752743,724.0126953,0.7259969115,724.0126953,0.8851385117,724.0126953,1.065088391,724.0126953,1.093900442,724.0126953,0.8995286226,
723.0145264,0.5263827443,723.0145264,0.6601096392,723.0145264,0.6708495021,723.0145264,0.7437498569,723.0145264,0.7267170548,723.0145264,0.8841584921,723.0145264,1.063946247,723.0145264,1.094176054,723.0145264,0.9073442221,
722.0159912,0.5286712646,722.0159912,0.6608063579,722.0159912,0.675013721,722.0159912,0.7434846759,722.0159912,0.7301490307,722.0159912,0.8873826265,722.0159912,1.070905685,722.0159912,1.099407315,722.0159912,0.9057276845,
721.0171509,0.5315769315,721.0171509,0.6635624766,721.0171509,0.6754831672,721.0171509,0.7485778332,721.0171509,0.735562861,721.0171509,0.8926403522,721.0171509,1.071862698,721.0171509,1.10192728,721.0171509,0.9118779898,
719.9821777,0.5345106125,719.9821777,0.6667112708,719.9821777,0.6816580892,719.9821777,0.7526644468,719.9821777,0.7360503674,719.9821777,0.8936012387,719.9821777,1.076060295,719.9821777,1.107057571,719.9821777,0.9160575271,
718.982605,0.5335780978,718.982605,0.6678891778,718.982605,0.68197155,718.982605,0.7536205053,718.982605,0.7367364168,718.982605,0.8960870504,718.982605,1.079403281,718.982605,1.107088208,718.982605,0.9159260988,
717.9827881,0.5369172692,717.9827881,0.6709281206,717.9827881,0.6845270395,717.9827881,0.7565296292,717.9827881,0.7416418791,717.9827881,0.9003257155,717.9827881,1.083655715,717.9827881,1.113457084,717.9827881,0.9203939438,
716.9824829,0.5380199552,716.9824829,0.6743636131,716.9824829,0.6866425276,716.9824829,0.7592118979,716.9824829,0.7429614067,716.9824829,0.9005448222,716.9824829,1.085046768,716.9824829,1.117320657,716.9824829,0.9257214069,
716.0176392,0.5416014791,716.0176392,0.6759563684,716.0176392,0.6894094348,716.0176392,0.76301229,716.0176392,0.7467128038,716.0176392,0.9098623395,716.0176392,1.091986179,716.0176392,1.121828675,716.0176392,0.9256073236,
715.0167236,0.5440528989,715.0167236,0.6798816919,715.0167236,0.6922323704,715.0167236,0.7682079077,715.0167236,0.7514707446,715.0167236,0.9130802751,715.0167236,1.096301913,715.0167236,1.126770258,715.0167236,0.9309557676,
714.0155029,0.546718955,714.0155029,0.6821480989,714.0155029,0.6946928501,714.0155029,0.7692341805,714.0155029,0.7525187731,714.0155029,0.9160429835,714.0155029,1.105489731,714.0155029,1.135749698,714.0155029,0.9343498945,
713.013916,0.5475872755,713.013916,0.6871318817,713.013916,0.6973932981,713.013916,0.7726311088,713.013916,0.7557952404,713.013916,0.9189229608,713.013916,1.107012033,713.013916,1.139840007,713.013916,0.9399998784,
712.0120239,0.5512233973,712.0120239,0.6875479221,712.0120239,0.6999339461,712.0120239,0.7778051496,712.0120239,0.7597064972,712.0120239,0.9227059484,712.0120239,1.110458732,712.0120239,1.148327112,712.0120239,0.9408099651,
711.0097656,0.5533918738,711.0097656,0.6914145947,711.0097656,0.7048996687,711.0097656,0.7807540894,711.0097656,0.7623833418,711.0097656,0.9263805747,711.0097656,1.121652365,711.0097656,1.151792884,711.0097656,0.9480763674,
710.0072021,0.5547893047,710.0072021,0.6951547861,710.0072021,0.7072860003,710.0072021,0.7869920135,710.0072021,0.766960144,710.0072021,0.9319435358,710.0072021,1.12342155,710.0072021,1.151652336,710.0072021,0.9523448348,
709.0042114,0.557928741,709.0042114,0.6982165575,709.0042114,0.7092161179,709.0042114,0.7875532508,709.0042114,0.7718409896,709.0042114,0.9357098341,709.0042114,1.129587889,709.0042114,1.160461664,709.0042114,0.9563240409,
708.0009766,0.5611958504,708.0009766,0.7030763626,708.0009766,0.7144089937,708.0009766,0.7960504293,708.0009766,0.7756168246,708.0009766,0.941377759,708.0009766,1.141519189,708.0009766,1.16768837,708.0009766,0.9629816413,
706.9973755,0.5652124286,706.9973755,0.7076227665,706.9973755,0.7182653546,706.9973755,0.8002895117,706.9973755,0.7805361748,706.9973755,0.9491516948,706.9973755,1.145251632,706.9973755,1.176479578,706.9973755,0.9726942182,
705.9934082,0.5676594973,705.9934082,0.7124045491,705.9934082,0.7225783467,705.9934082,0.8027074337,705.9934082,0.7848771811,705.9934082,0.9525099397,705.9934082,1.150194526,705.9934082,1.184779286,705.9934082,0.9791905284,
704.9892578,0.572804451,704.9892578,0.7164692879,704.9892578,0.7263152003,704.9892578,0.8045115471,704.9892578,0.7911288738,704.9892578,0.9596884847,704.9892578,1.156670809,704.9892578,1.193934441,704.9892578,0.9810856581,
703.9846802,0.5743995309,703.9846802,0.7201455832,703.9846802,0.7301982641,703.9846802,0.8159518242,703.9846802,0.7940331697,703.9846802,0.9646591544,703.9846802,1.16134572,703.9846802,1.199636459,703.9846802,0.9896003008,
703.015564,0.5773961544,703.015564,0.7245820761,703.015564,0.735486865,703.015564,0.8194291592,703.015564,0.8007776737,703.015564,0.9697735906,703.015564,1.173146009,703.015564,1.204298735,703.015564,0.9915488362,
702.0103149,0.581353128,702.0103149,0.729313612,702.0103149,0.7423657775,702.0103149,0.8249547482,702.0103149,0.8052218556,702.0103149,0.9799453616,702.0103149,1.17720437,702.0103149,1.217350125,702.0103149,1.006460428,
701.0047607,0.5866714716,701.0047607,0.7369868755,701.0047607,0.7464915514,701.0047607,0.8280439377,701.0047607,0.8156011701,701.0047607,0.9870251417,701.0047607,1.196849108,701.0047607,1.22411561,701.0047607,1.010257721,
699.9989014,0.5899448395,699.9989014,0.7442701459,699.9989014,0.7522701025,699.9989014,0.8383368254,699.9989014,0.8215175867,699.9989014,0.9952589869,699.9989014,1.208343506,699.9989014,1.243106365,699.9989014,1.023774743,
698.9926147,0.5937219262,698.9926147,0.7493979335,698.9926147,0.7568754554,698.9926147,0.8450254202,698.9926147,0.8273970485,698.9926147,1.003698945,698.9926147,1.210879445,698.9926147,1.246424794,698.9926147,1.026284695,
697.9860229,0.5995040536,697.9860229,0.7558967471,697.9860229,0.7612326145,697.9860229,0.8551161885,697.9860229,0.8323062658,697.9860229,1.013940454,697.9860229,1.225265622,697.9860229,1.256877661,697.9860229,1.038840771,
697.0150757,0.603867054,697.0150757,0.7616563439,697.0150757,0.7701891661,697.0150757,0.8611364961,697.0150757,0.8414079547,697.0150757,1.018889427,697.0150757,1.235746264,697.0150757,1.270973206,697.0150757,1.04529953,
696.0079346,0.6079955101,696.0079346,0.7673752308,696.0079346,0.7761445642,696.0079346,0.8672271967,696.0079346,0.8495075703,696.0079346,1.030866742,696.0079346,1.246277809,696.0079346,1.288456917,696.0079346,1.058232784,
695.0003662,0.6134338379,695.0003662,0.7765285373,695.0003662,0.7802223563,695.0003662,0.8755797148,695.0003662,0.8545572758,695.0003662,1.040765524,695.0003662,1.257819891,695.0003662,1.296555281,695.0003662,1.064084053,
693.9924927,0.6189631224,693.9924927,0.7833577394,693.9924927,0.7864957452,693.9924927,0.8855090737,693.9924927,0.8662542701,693.9924927,1.047864556,693.9924927,1.27829659,693.9924927,1.318852186,693.9924927,1.075785279,
692.984314,0.6213102341,692.984314,0.7885047793,692.984314,0.7985988855,692.984314,0.8919481635,692.984314,0.8746746778,692.984314,1.05741024,692.984314,1.284654737,692.984314,1.338016152,692.984314,1.093738437,
692.0118408,0.6278880239,692.0118408,0.7962601781,692.0118408,0.8070970774,692.0118408,0.9000043273,692.0118408,0.8831927776,692.0118408,1.073547006,692.0118408,1.300048828,692.0118408,1.34384954,692.0118408,1.100584507,
691.0029907,0.6321041584,691.0029907,0.8021550179,691.0029907,0.8143020272,691.0029907,0.9109435081,691.0029907,0.8913775086,691.0029907,1.082836151,691.0029907,1.316603661,691.0029907,1.352558136,691.0029907,1.113545179,
689.9937744,0.6365361214,689.9937744,0.8121302724,689.9937744,0.8171821833,689.9937744,0.9140484929,689.9937744,0.8983360529,689.9937744,1.090237737,689.9937744,1.335415602,689.9937744,1.380497575,689.9937744,1.122864127,
688.984314,0.6422274709,688.984314,0.8146852255,688.984314,0.8234337568,688.984314,0.9176580906,688.984314,0.9030376077,688.984314,1.095729709,688.984314,1.331929326,688.984314,1.384269357,688.984314,1.13279438,
688.010498,0.6439712644,688.010498,0.817945838,688.010498,0.8267517686,688.010498,0.9268347025,688.010498,0.9070363045,688.010498,1.101084113,688.010498,1.357241988,688.010498,1.388799191,688.010498,1.143135071,
687.0004272,0.6445824504,687.0004272,0.8235111833,687.0004272,0.8322409987,687.0004272,0.931114614,687.0004272,0.9180841446,687.0004272,1.116510391,687.0004272,1.360959411,687.0004272,1.408607483,687.0004272,1.149020314,
685.9899292,0.6457817554,685.9899292,0.8263369799,685.9899292,0.835737884,685.9899292,0.9383455515,685.9899292,0.9172824025,685.9899292,1.121581793,685.9899292,1.372323751,685.9899292,1.402834773,685.9899292,1.152157545,
685.0152588,0.6476256251,685.0152588,0.8306427598,685.0152588,0.8364299536,685.0152588,0.9400979877,685.0152588,0.9234825969,685.0152588,1.122474551,685.0152588,1.381975055,685.0152588,1.418926358,685.0152588,1.162119627,
684.0041504,0.6476128101,684.0041504,0.8295961022,684.0041504,0.8401207924,684.0041504,0.9371863008,684.0041504,0.9234129786,684.0041504,1.128878236,684.0041504,1.376555204,684.0041504,1.42727387,684.0041504,1.166295052,
682.9927979,0.6474504471,682.9927979,0.8313893676,682.9927979,0.8380078673,682.9927979,0.9401791692,682.9927979,0.9252422452,682.9927979,1.129288435,682.9927979,1.390147924,682.9927979,1.432296038,682.9927979,1.160342574,
