H20,,60%-1,,60%-2,,60%-3,,80%-1,,80%-2,,80%-3,,100%-1,,100%-2,,100%-3,,
波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,
713.013916,0.0005184687907,713.013916,0.5741250515,713.013916,0.6812787056,713.013916,0.6671471,713.013916,0.9744102359,713.013916,0.933975637,713.013916,0.9422605038,713.013916,1.146445036,713.013916,1.31403923,713.013916,1.195592642,
712.0120239,0.0004802171316,712.0120239,0.5765967369,712.0120239,0.6843813062,712.0120239,0.671844244,712.0120239,0.9784632325,712.0120239,0.9418889284,712.0120239,0.9454487562,712.0120239,1.154228687,712.0120239,1.316984773,712.0120239,1.208776593,
711.0097656,0.0002625112829,711.0097656,0.5776032805,711.0097656,0.6860767007,711.0097656,0.6737931371,711.0097656,0.9803207517,711.0097656,0.9432119727,711.0097656,0.9534577131,711.0097656,1.155724883,711.0097656,1.326250553,711.0097656,1.209784508,
710.0072021,0.001196465222,710.0072021,0.580888629,710.0072021,0.6906083822,710.0072021,0.6766614318,710.0072021,0.9880476594,710.0072021,0.9492809772,710.0072021,0.9596153498,710.0072021,1.164287567,710.0072021,1.332515717,710.0072021,1.221711278,
709.0042114,0.0008576718974,709.0042114,0.5834315419,709.0042114,0.6936070919,709.0042114,0.6808053255,709.0042114,0.9950648546,709.0042114,0.9574148059,709.0042114,0.9613889456,709.0042114,1.167804122,709.0042114,1.339183927,709.0042114,1.223769426,
708.0009766,0.001076273271,708.0009766,0.5862295032,708.0009766,0.6964275241,708.0009766,0.684300065,708.0009766,0.9997893572,708.0009766,0.9618985057,708.0009766,0.9708557725,708.0009766,1.178788185,708.0009766,1.359670162,708.0009766,1.222400546,
706.9973755,0.000561933557,706.9973755,0.5888913274,706.9973755,0.6985847354,706.9973755,0.6887018681,706.9973755,1.003818393,706.9973755,0.9681373835,706.9973755,0.9763173461,706.9973755,1.182860374,706.9973755,1.354986429,706.9973755,1.241986036,
705.9934082,0.0004993166076,705.9934082,0.5920018554,705.9934082,0.703609705,705.9934082,0.6929286718,705.9934082,1.012118459,705.9934082,0.9702032804,705.9934082,0.981490612,705.9934082,1.192355037,705.9934082,1.364456654,705.9934082,1.245254517,
704.9892578,0.0005688541569,704.9892578,0.5962530971,704.9892578,0.707907021,704.9892578,0.6933537722,704.9892578,1.016002178,704.9892578,0.9787826538,704.9892578,0.9879778624,704.9892578,1.198856711,704.9892578,1.374705076,704.9892578,1.254879951,
703.9846802,0.00180637266,703.9846802,0.5996644497,703.9846802,0.7139654756,703.9846802,0.6995346546,703.9846802,1.02271688,703.9846802,0.9888629317,703.9846802,0.9973040223,703.9846802,1.205503106,703.9846802,1.385938287,703.9846802,1.260524511,
703.015564,0.001193532022,703.015564,0.6011769176,703.015564,0.7163442373,703.015564,0.7042382956,703.015564,1.034140706,703.015564,0.9940769076,703.015564,1.001164079,703.015564,1.216681719,703.015564,1.397547603,703.015564,1.267003775,
702.0103149,0.001107414602,702.0103149,0.6048850417,702.0103149,0.7189931273,702.0103149,0.7090908885,702.0103149,1.041286707,702.0103149,1.00043714,702.0103149,1.010226369,702.0103149,1.233017802,702.0103149,1.411009908,702.0103149,1.283785582,
701.0047607,0.0006339179818,701.0047607,0.6106055975,701.0047607,0.7250452638,701.0047607,0.7123084068,701.0047607,1.049475789,701.0047607,1.009059548,701.0047607,1.019525766,701.0047607,1.241786599,701.0047607,1.418052554,701.0047607,1.300730586,
699.9989014,0.0007470640703,699.9989014,0.6151731014,699.9989014,0.728767693,699.9989014,0.7180203795,699.9989014,1.060149074,699.9989014,1.017509937,699.9989014,1.027421117,699.9989014,1.248833895,699.9989014,1.442939758,699.9989014,1.308802962,
698.9926147,0.001028916682,698.9926147,0.6182388663,698.9926147,0.7349050641,698.9926147,0.7242009044,698.9926147,1.067102075,698.9926147,1.026653886,698.9926147,1.037180305,698.9926147,1.261981726,698.9926147,1.458598733,698.9926147,1.323730946,
697.9860229,0.0001020285854,697.9860229,0.6215157509,697.9860229,0.741381824,697.9860229,0.7289557457,697.9860229,1.075607061,697.9860229,1.034719467,697.9860229,1.043537617,697.9860229,1.272212863,697.9860229,1.465155482,697.9860229,1.337514043,
697.0150757,0.002061421284,697.0150757,0.6256941557,697.0150757,0.74588269,697.0150757,0.7336473465,697.0150757,1.088120461,697.0150757,1.047205567,697.0150757,1.055272579,697.0150757,1.29052031,697.0150757,1.489597559,697.0150757,1.347108364,
696.0079346,-0.0003093824198,696.0079346,0.630446732,696.0079346,0.7502577901,696.0079346,0.7394419909,696.0079346,1.105802894,696.0079346,1.053910732,696.0079346,1.062479138,696.0079346,1.299253583,696.0079346,1.489618182,696.0079346,1.357381225,
695.0003662,0.0009720697417,695.0003662,0.6330862641,695.0003662,0.7600702643,695.0003662,0.7463200092,695.0003662,1.109698415,695.0003662,1.058159232,695.0003662,1.073271513,695.0003662,1.316701651,695.0003662,1.506083369,695.0003662,1.377958417,
