H20,,60%-1,,60%-2,,60%-3,,80%-1,,80%-2,,80%-3,,100%-1,,100%-2,,100%-3,,
波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,
693.9924927,0.00184580707,693.9924927,0.6392106414,693.9924927,0.7635118365,693.9924927,0.7494637966,693.9924927,1.119552493,693.9924927,1.068998218,693.9924927,1.084692121,693.9924927,1.321512341,693.9924927,1.558215976,693.9924927,1.391182303,
692.984314,0.0004180783581,692.984314,0.6440082192,692.984314,0.7656142116,692.984314,0.7608495355,692.984314,1.132367611,692.984314,1.087568641,692.984314,1.096702218,692.984314,1.341848493,692.984314,1.562433481,692.984314,1.400463343,
692.0118408,0.001032497501,692.0118408,0.6468858123,692.0118408,0.7732768655,692.0118408,0.764913857,692.0118408,1.148630261,692.0118408,1.100980878,692.0118408,1.111731529,692.0118408,1.350622058,692.0118408,1.590304375,692.0118408,1.421289682,
691.0029907,0.001283872523,691.0029907,0.6522471309,691.0029907,0.7791109085,691.0029907,0.7688494325,691.0029907,1.15367341,691.0029907,1.112941146,691.0029907,1.113731027,691.0029907,1.37312305,691.0029907,1.567872167,691.0029907,1.437295675,
689.9937744,0.0009975475259,689.9937744,0.6563690901,689.9937744,0.7829979062,689.9937744,0.7736749053,689.9937744,1.168415308,689.9937744,1.114998341,689.9937744,1.132406354,689.9937744,1.384842753,689.9937744,1.616894603,689.9937744,1.448366284,
688.984314,-0.000217335968,688.984314,0.6603116393,688.984314,0.7862374187,688.984314,0.7797746062,688.984314,1.182698011,688.984314,1.124109387,688.984314,1.133939743,688.984314,1.396588922,688.984314,1.631783485,688.984314,1.457695842,
688.010498,0.0008502798737,688.010498,0.662180841,688.010498,0.7891661525,688.010498,0.7826085687,688.010498,1.188689709,688.010498,1.13084352,688.010498,1.14707315,688.010498,1.407568216,688.010498,1.627634645,688.010498,1.484071255,
687.0004272,0.0005855727941,687.0004272,0.6639617085,687.0004272,0.7940149307,687.0004272,0.7877219319,687.0004272,1.19671905,687.0004272,1.137780428,687.0004272,1.155157804,687.0004272,1.418014765,687.0004272,1.645964384,687.0004272,1.469351768,
685.9899292,0.001090987236,685.9899292,0.6662721634,685.9899292,0.797118783,685.9899292,0.7898290753,685.9899292,1.197366714,685.9899292,1.14824307,685.9899292,1.16046381,685.9899292,1.420598745,685.9899292,1.656313658,685.9899292,1.499605417,
685.0152588,0.0005033594789,685.0152588,0.6675251126,685.0152588,0.7943454981,685.0152588,0.7908331752,685.0152588,1.210328221,685.0152588,1.145939231,685.0152588,1.172370911,685.0152588,1.434964776,685.0152588,1.661981583,685.0152588,1.490096688,
684.0041504,0.001056343899,684.0041504,0.6671447754,684.0041504,0.7971866727,684.0041504,0.7905695438,684.0041504,1.204316974,684.0041504,1.155608892,684.0041504,1.170173526,684.0041504,1.440229893,684.0041504,1.681672096,684.0041504,1.521050453,
682.9927979,0.001032134169,682.9927979,0.6657962203,682.9927979,0.7971264124,682.9927979,0.7926935554,682.9927979,1.212207794,682.9927979,1.158515334,682.9927979,1.173339486,682.9927979,1.437763333,682.9927979,1.685453534,682.9927979,1.514888644,
682.0171509,0.00066502759,682.0171509,0.6657865644,682.0171509,0.7970939279,682.0171509,0.792835474,682.0171509,1.206005454,682.0171509,1.156955957,682.0171509,1.177345514,682.0171509,1.437921643,682.0171509,1.692569852,682.0171509,1.522254109,
681.005127,0.0008415133343,681.005127,0.6649311781,681.005127,0.7950909138,681.005127,0.7879674435,681.005127,1.215082645,681.005127,1.158652663,681.005127,1.169890404,681.005127,1.439611435,681.005127,1.683198571,681.005127,1.513150215,
679.9927979,0.0007445228985,679.9927979,0.6607730389,679.9927979,0.7935712934,679.9927979,0.7848423719,679.9927979,1.209219337,679.9927979,1.152663231,679.9927979,1.165326357,679.9927979,1.433994293,679.9927979,1.686295271,679.9927979,1.506682038,
679.0162354,0.0009883628227,679.0162354,0.6587129831,679.0162354,0.7913542986,679.0162354,0.7846912742,679.0162354,1.201786518,679.0162354,1.149862409,679.0162354,1.169203043,679.0162354,1.421919107,679.0162354,1.69017911,679.0162354,1.50575757,
678.0032349,0.0006278000074,678.0032349,0.6557056308,678.0032349,0.7866680622,678.0032349,0.7797656059,678.0032349,1.194696188,678.0032349,1.142790556,678.0032349,1.161833882,678.0032349,1.444023848,678.0032349,1.694778442,678.0032349,1.509788394,
676.9898682,0.001542952727,676.9898682,0.655133903,676.9898682,0.7841801643,676.9898682,0.7774765491,676.9898682,1.197964907,676.9898682,1.14220202,676.9898682,1.155846477,676.9898682,1.430579782,676.9898682,1.678604245,676.9898682,1.505651116,
676.0125122,0.0003497048747,676.0125122,0.6484373808,676.0125122,0.7796498537,676.0125122,0.7716476917,676.0125122,1.188437104,676.0125122,1.137307882,676.0125122,1.147021651,676.0125122,1.411803961,676.0125122,1.640138626,676.0125122,1.488495469,
674.9985962,0.000772217405,674.9985962,0.6475689411,674.9985962,0.7792139053,674.9985962,0.7683652639,674.9985962,1.187812209,674.9985962,1.133375406,674.9985962,1.142130971,674.9985962,1.425320864,674.9985962,1.673089743,674.9985962,1.490507841,
673.984314,0.001127839321,673.984314,0.6436890364,673.984314,0.7765383124,673.984314,0.7659962773,673.984314,1.178517103,673.984314,1.129666805,673.984314,1.146942377,673.984314,1.423427224,673.984314,1.668627977,673.984314,1.491930246,
673.0059204,0.001051465515,673.0059204,0.6403183937,673.0059204,0.7731468081,673.0059204,0.7628961205,673.0059204,1.173370838,673.0059204,1.121128798,673.0059204,1.135573268,673.0059204,1.403496027,673.0059204,1.646162629,673.0059204,1.491445184,
671.9909668,0.001268528868,671.9909668,0.6388564706,671.9909668,0.7668536901,671.9909668,0.7615263462,671.9909668,1.174106479,671.9909668,1.116703629,671.9909668,1.138140798,671.9909668,1.402157307,671.9909668,1.639451861,671.9909668,1.47010994,
671.012146,0.0008256925503,671.012146,0.6375111938,671.012146,0.7671167254,671.012146,0.7556911111,671.012146,1.163086534,671.012146,1.111514568,671.012146,1.12615025,671.012146,1.388189554,671.012146,1.646439791,671.012146,1.469643474,
669.996582,0.001037738868,669.996582,0.6342215538,669.996582,0.7619460821,669.996582,0.7543677092,669.996582,1.15998745,669.996582,1.110054016,669.996582,1.120320559,669.996582,1.395070076,669.996582,1.635431051,669.996582,1.468895674,
669.0170288,0.0008915471262,669.0170288,0.6285561919,669.0170288,0.7599513531,669.0170288,0.7505118847,669.0170288,1.15117085,669.0170288,1.109354973,669.0170288,1.113981247,669.0170288,1.380776048,669.0170288,1.611461163,669.0170288,1.451083422,
668.0009155,0.00178225094,668.0009155,0.629231751,668.0009155,0.7585375905,668.0009155,0.7495244741,668.0009155,1.15351367,668.0009155,1.095214963,668.0009155,1.116208673,668.0009155,1.377020955,668.0009155,1.606773734,668.0009155,1.442115068,
666.984436,-0.000144833728,666.984436,0.6279278994,666.984436,0.7518970966,666.984436,0.7447808981,666.984436,1.148066163,666.984436,1.090641022,666.984436,1.109267116,666.984436,1.369951606,666.984436,1.618047237,666.984436,1.438184857,
666.0039673,0.0006607758114,666.0039673,0.6240321398,666.0039673,0.7505040765,666.0039673,0.7411500216,666.0039673,1.145190477,666.0039673,1.090559125,666.0039673,1.101832271,666.0039673,1.359795809,666.0039673,1.608304381,666.0039673,1.436817646,
664.9869385,0.0008200646844,664.9869385,0.6218444705,664.9869385,0.7483949661,664.9869385,0.7385858297,664.9869385,1.132929087,664.9869385,1.085235476,664.9869385,1.096639991,664.9869385,1.36041677,664.9869385,1.615839005,664.9869385,1.43997407,
664.0059204,0.000518831599,664.0059204,0.6193358898,664.0059204,0.7453113198,664.0059204,0.736374557,664.0059204,1.129469275,664.0059204,1.075835586,664.0059204,1.096584797,664.0059204,1.352716208,664.0059204,1.582338691,664.0059204,1.421901107,
662.9882202,0.0008122323779,662.9882202,0.6194793582,662.9882202,0.7460912466,662.9882202,0.7355352044,662.9882202,1.121924639,662.9882202,1.074555159,662.9882202,1.090796947,662.9882202,1.347519279,662.9882202,1.579284072,662.9882202,1.414328218,
662.0065308,0.0008767620311,662.0065308,0.6182796955,662.0065308,0.7450246811,662.0065308,0.7344623208,662.0065308,1.125541091,662.0065308,1.073419452,662.0065308,1.089195728,662.0065308,1.348130703,662.0065308,1.596286297,662.0065308,1.422195435,
660.9882813,0.0006738683442,660.9882813,0.6165838242,660.9882813,0.7410341501,660.9882813,0.7321122885,660.9882813,1.125458598,660.9882813,1.071326494,660.9882813,1.08970511,660.9882813,1.352796674,660.9882813,1.592542887,660.9882813,1.420906663,
660.0060425,0.0003069348168,660.0060425,0.6182646751,660.0060425,0.741227448,660.0060425,0.7349635959,660.0060425,1.119837046,660.0060425,1.066546202,660.0060425,1.086122632,660.0060425,1.338639379,660.0060425,1.582089782,660.0060425,1.422799587,
658.9871216,0.0004242970026,658.9871216,0.6152294874,658.9871216,0.7431893945,658.9871216,0.7305566072,658.9871216,1.115059733,658.9871216,1.064653039,658.9871216,1.084519744,658.9871216,1.339190722,658.9871216,1.587298989,658.9871216,1.418209672,
658.0042725,0.000754117209,658.0042725,0.6149695516,658.0042725,0.7427617311,658.0042725,0.7292786241,658.0042725,1.116361976,658.0042725,1.071518064,658.0042725,1.082620978,658.0042725,1.333962679,658.0042725,1.566707134,658.0042725,1.407317996,
656.9848022,0.001460428233,656.9848022,0.6159914732,656.9848022,0.7423834801,656.9848022,0.7324008346,656.9848022,1.122477055,656.9848022,1.066443563,656.9848022,1.078487873,656.9848022,1.342563868,656.9848022,1.581005812,656.9848022,1.404130101,
656.0013428,0.0005955524393,656.0013428,0.6168168783,656.0013428,0.7431938648,656.0013428,0.7321231961,656.0013428,1.117561817,656.0013428,1.068125725,656.0013428,1.085470438,656.0013428,1.334059,656.0013428,1.582990289,656.0013428,1.416589022,
655.0177002,0.0007535986369,655.0177002,0.6170035601,655.0177002,0.7435634136,655.0177002,0.7303883433,655.0177002,1.121395707,655.0177002,1.070693493,655.0177002,1.086605072,655.0177002,1.339692712,655.0177002,1.579592824,655.0177002,1.40625906,
653.9973145,0.000151873639,653.9973145,0.6162151694,653.9973145,0.7406471372,653.9973145,0.734426856,653.9973145,1.113963723,653.9973145,1.068146229,653.9973145,1.087513328,653.9973145,1.340920091,653.9973145,1.58694768,653.9973145,1.416071653,
653.0129395,0.0003702494723,653.0129395,0.6171811819,653.0129395,0.7416245341,653.0129395,0.7329257131,653.0129395,1.127205968,653.0129395,1.074715734,653.0129395,1.08532393,653.0129395,1.350051165,653.0129395,1.561444163,653.0129395,1.414279938,
651.9919434,0.0007210824406,651.9919434,0.6190891266,651.9919434,0.7429404855,651.9919434,0.7354234457,651.9919434,1.123233676,651.9919434,1.073430181,651.9919434,1.085585594,651.9919434,1.342513084,651.9919434,1.581220269,651.9919434,1.418485761,
651.0071411,-0.0002089530317,651.0071411,0.6166104674,651.0071411,0.7437643409,651.0071411,0.7337459326,651.0071411,1.126618385,651.0071411,1.074645877,651.0071411,1.09090817,651.0071411,1.349262476,651.0071411,1.587403178,651.0071411,1.413880825,
649.9854736,0.0002419717639,649.9854736,0.6198267341,649.9854736,0.7473039031,649.9854736,0.7356160879,649.9854736,1.127259493,649.9854736,1.074868321,649.9854736,1.090853095,649.9854736,1.349118829,649.9854736,1.574818254,649.9854736,1.418251872,
649,0.0004966214183,649,0.619635582,649,0.7503387928,649,0.7414751053,649,1.131937146,649,1.080497742,649,1.092758775,649,1.346546054,649,1.596122861,649,1.43069315,
648.0142212,0.0009396928945,648.0142212,0.6202415824,648.0142212,0.7490233779,648.0142212,0.743920505,648.0142212,1.127304554,648.0142212,1.080801725,648.0142212,1.099373698,648.0142212,1.355590224,648.0142212,1.596100688,648.0142212,1.438330531,
646.9917603,0.0005245592911,646.9917603,0.6246866584,646.9917603,0.749979794,646.9917603,0.7398570776,646.9917603,1.130491138,646.9917603,1.085842013,646.9917603,1.100053549,646.9917603,1.358292222,646.9917603,1.593623161,646.9917603,1.432691813,
646.0054932,0.0003617517068,646.0054932,0.6239100695,646.0054932,0.7521336079,646.0054932,0.7431197166,646.0054932,1.135830402,646.0054932,1.089358211,646.0054932,1.098856807,646.0054932,1.357964039,646.0054932,1.596989512,646.0054932,1.427846909,
644.9822998,0.001477544778,644.9822998,0.6257100105,644.9822998,0.7558076978,644.9822998,0.7463735342,644.9822998,1.137924552,644.9822998,1.086420298,644.9822998,1.108069897,644.9822998,1.364369512,644.9822998,1.597598791,644.9822998,1.436798811,
643.9954224,0.00038514685,643.9954224,0.6262638569,643.9954224,0.7553456426,643.9954224,0.7468762398,643.9954224,1.14332056,643.9954224,1.089804769,643.9954224,1.105676532,643.9954224,1.364775777,643.9954224,1.620644212,643.9954224,1.430281401,
643.0082397,0.0006180788041,643.0082397,0.6273222566,643.0082397,0.7581830025,643.0082397,0.7475954294,643.0082397,1.149814963,643.0082397,1.100698113,643.0082397,1.108326554,643.0082397,1.367269993,643.0082397,1.643009424,643.0082397,1.446011543,
641.9841919,2.795774526E-005,641.9841919,0.6278836131,641.9841919,0.7573160529,641.9841919,0.7514118552,641.9841919,1.151432157,641.9841919,1.099320531,641.9841919,1.113541245,641.9841919,1.386776686,641.9841919,1.631976485,641.9841919,1.44792676,
640.99646,0.0006237041089,640.99646,0.6308418512,640.99646,0.7598093748,640.99646,0.7522124052,640.99646,1.153736115,640.99646,1.104852438,640.99646,1.118521214,640.99646,1.382563949,640.99646,1.640094161,640.99646,1.458612442,
640.0084839,0.0005176394479,640.0084839,0.6335183382,640.0084839,0.7608217001,640.0084839,0.753069222,640.0084839,1.153481007,640.0084839,1.103552341,640.0084839,1.126384854,640.0084839,1.380007505,640.0084839,1.634940863,640.0084839,1.455265164,
638.9835205,0.0003877377603,638.9835205,0.6321237683,638.9835205,0.7643229961,638.9835205,0.7566807866,638.9835205,1.15787077,638.9835205,1.10745573,638.9835205,1.119125128,638.9835205,1.39556396,638.9835205,1.642388344,638.9835205,1.465591073,
637.994873,0.0008952045464,637.994873,0.6333596706,637.994873,0.7619894743,637.994873,0.7553762794,637.994873,1.165958405,637.994873,1.108423591,637.994873,1.123477936,637.994873,1.401008248,637.994873,1.629714966,637.994873,1.463359594,
637.0060425,0.001006394974,637.0060425,0.6316255927,637.0060425,0.7628483772,637.0060425,0.757562995,637.0060425,1.165178657,637.0060425,1.109698653,637.0060425,1.128541708,637.0060425,1.389422894,637.0060425,1.65110147,637.0060425,1.468704581,
636.0169067,0.001513754367,636.0169067,0.632058084,636.0169067,0.7637366652,636.0169067,0.7587349415,636.0169067,1.162081599,636.0169067,1.107923627,636.0169067,1.129157543,636.0169067,1.39972496,636.0169067,1.636252403,636.0169067,1.476818442,
634.9907837,0.000584587804,634.9907837,0.6346377134,634.9907837,0.7617089152,634.9907837,0.756279707,634.9907837,1.16467309,634.9907837,1.110531807,634.9907837,1.128575683,634.9907837,1.393445849,634.9907837,1.635635376,634.9907837,1.472051263,
634.0010986,0.000913725642,634.0010986,0.6338289976,634.0010986,0.7627466917,634.0010986,0.7561393976,634.0010986,1.163934708,634.0010986,1.109519243,634.0010986,1.132985711,634.0010986,1.401077151,634.0010986,1.655328274,634.0010986,1.47699821,
633.0111084,0.0003795505618,633.0111084,0.6304504871,633.0111084,0.7632815242,633.0111084,0.7560243607,633.0111084,1.16779685,633.0111084,1.112944961,633.0111084,1.127366781,633.0111084,1.390243411,633.0111084,1.65464139,633.0111084,1.473828554,
631.9840698,0.0001597199007,631.9840698,0.6304533482,631.9840698,0.7611784339,631.9840698,0.7545138001,631.9840698,1.167857885,631.9840698,1.112232566,631.9840698,1.128023028,631.9840698,1.401217341,631.9840698,1.649059415,631.9840698,1.478126526,
630.9935913,8.900507964E-005,630.9935913,0.6302623749,630.9935913,0.7594566345,630.9935913,0.7535814643,630.9935913,1.165431499,630.9935913,1.107000828,630.9935913,1.128549457,630.9935913,1.399693251,630.9935913,1.644242644,630.9935913,1.462163806,
630.0026855,0.001422638888,630.0026855,0.6289556026,630.0026855,0.7616127729,630.0026855,0.7558018565,630.0026855,1.166011453,630.0026855,1.111252904,630.0026855,1.129459739,630.0026855,1.39998877,630.0026855,1.645451307,630.0026855,1.475213408,
629.0115967,0.0005061324919,629.0115967,0.629545927,629.0115967,0.7602291703,629.0115967,0.7545045614,629.0115967,1.166758537,629.0115967,1.108653307,629.0115967,1.121127129,629.0115967,1.392688394,629.0115967,1.646656394,629.0115967,1.473003626,
627.9834595,0.0002805650875,627.9834595,0.6287771463,627.9834595,0.7582817674,627.9834595,0.7542837262,627.9834595,1.162463784,627.9834595,1.109741926,627.9834595,1.128175855,627.9834595,1.394217849,627.9834595,1.651109576,627.9834595,1.469738126,
626.9917603,0.0009051913512,626.9917603,0.6279680133,626.9917603,0.7604085207,626.9917603,0.7529150248,626.9917603,1.15931654,626.9917603,1.109440804,626.9917603,1.124770403,626.9917603,1.393427253,626.9917603,1.643003225,626.9917603,1.47705543,
625.9998169,0.001071368693,625.9998169,0.6262193322,625.9998169,0.7591173649,625.9998169,0.7523841262,625.9998169,1.159278154,625.9998169,1.106769204,625.9998169,1.122672677,625.9998169,1.392523408,625.9998169,1.649679542,625.9998169,1.466673493,
625.0075684,0.0007475827006,625.0075684,0.6246089339,625.0075684,0.757696569,625.0075684,0.7534953356,625.0075684,1.161899686,625.0075684,1.107218146,625.0075684,1.120587587,625.0075684,1.392720103,625.0075684,1.638976097,625.0075684,1.462160468,
624.0151367,0.001065867371,624.0151367,0.6246865988,624.0151367,0.7562175393,624.0151367,0.7483102083,624.0151367,1.162781239,624.0151367,1.106684327,624.0151367,1.123917699,624.0151367,1.385918498,624.0151367,1.631592512,624.0151367,1.467026949,
622.9855347,0.0008922733832,622.9855347,0.6235511899,622.9855347,0.7560417056,622.9855347,0.748503983,622.9855347,1.158731103,622.9855347,1.100980401,622.9855347,1.126368999,622.9855347,1.387707233,622.9855347,1.639824271,622.9855347,1.46318543,
621.9924316,0.0009919173317,621.9924316,0.6227557659,621.9924316,0.7560423017,621.9924316,0.7479531169,621.9924316,1.160026193,621.9924316,1.100711823,621.9924316,1.121907234,621.9924316,1.390889525,621.9924316,1.646906257,621.9924316,1.474797845,
620.9991455,0.001146318507,620.9991455,0.6228700876,620.9991455,0.7539165616,620.9991455,0.7463836074,620.9991455,1.1541785,620.9991455,1.100872278,620.9991455,1.12085247,620.9991455,1.392014742,620.9991455,1.648795843,620.9991455,1.464745283,
620.0054932,0.0009220266948,620.0054932,0.6207925677,620.0054932,0.7507867217,620.0054932,0.7471757531,620.0054932,1.155112982,620.0054932,1.100394607,620.0054932,1.117920518,620.0054932,1.379225612,620.0054932,1.632240176,620.0054932,1.464241147,
619.0115967,0.001365792239,619.0115967,0.6216035485,619.0115967,0.7519280314,619.0115967,0.7438946962,619.0115967,1.151934624,619.0115967,1.095734596,619.0115967,1.118570566,619.0115967,1.38196528,619.0115967,1.636057377,619.0115967,1.467073202,
618.0174561,0.001142762718,618.0174561,0.6192470789,618.0174561,0.7507599592,618.0174561,0.7420315146,618.0174561,1.150719285,618.0174561,1.095684648,618.0174561,1.11434412,618.0174561,1.380177736,618.0174561,1.624979019,618.0174561,1.460741282,
616.986145,0.0005114712985,616.986145,0.6166862845,616.986145,0.7482480407,616.986145,0.7422121167,616.986145,1.147743225,616.986145,1.092807412,616.986145,1.109798789,616.986145,1.37725091,616.986145,1.627483249,616.986145,1.456690788,
615.9915161,0.0002743484802,615.9915161,0.61629498,615.9915161,0.7472529411,615.9915161,0.7426107526,615.9915161,1.145884752,615.9915161,1.085875154,615.9915161,1.108027577,615.9915161,1.374863267,615.9915161,1.635495663,615.9915161,1.457159042,
614.996521,0.0008413317846,614.996521,0.6158623695,614.996521,0.7460961342,614.996521,0.7395021915,614.996521,1.146172166,614.996521,1.088775754,614.996521,1.103371024,614.996521,1.375660539,614.996521,1.62393105,614.996521,1.445564866,
614.0012207,0.0005060288822,614.0012207,0.6141932011,614.0012207,0.7448501587,614.0012207,0.7381280065,614.0012207,1.139471769,614.0012207,1.085831881,614.0012207,1.107417345,614.0012207,1.373650551,614.0012207,1.628333569,614.0012207,1.454388618,
613.0057373,0.0003454561811,613.0057373,0.6129671335,613.0057373,0.7449044585,613.0057373,0.7369934916,613.0057373,1.137322545,613.0057373,1.08300519,613.0057373,1.104372263,613.0057373,1.370782256,613.0057373,1.61365211,613.0057373,1.443412542,
612.0099487,0.0005698909517,612.0099487,0.6124612093,612.0099487,0.7423791885,612.0099487,0.7352460623,612.0099487,1.13502121,612.0099487,1.081226587,612.0099487,1.100591421,612.0099487,1.363455653,612.0099487,1.624670506,612.0099487,1.444571257,
611.0139771,0.0003484095214,611.0139771,0.6118677258,611.0139771,0.7387802005,611.0139771,0.7347995639,611.0139771,1.132355928,611.0139771,1.080413818,611.0139771,1.096196055,611.0139771,1.362984896,611.0139771,1.60844326,611.0139771,1.441818953,
610.0175781,0.000324316934,610.0175781,0.6094166636,610.0175781,0.7380036712,610.0175781,0.7329778075,610.0175781,1.131129265,610.0175781,1.07802999,610.0175781,1.094929099,610.0175781,1.362521052,610.0175781,1.603917003,610.0175781,1.436982989,
608.9840698,0.0004227941681,608.9840698,0.6071961522,608.9840698,0.7380942106,608.9840698,0.7300581932,608.9840698,1.125327826,608.9840698,1.073019266,608.9840698,1.094363809,608.9840698,1.3573457,608.9840698,1.608425498,608.9840698,1.434117317,
607.9871826,0.0004204621655,607.9871826,0.6061554551,607.9871826,0.7368488312,607.9871826,0.7286298275,607.9871826,1.129226446,607.9871826,1.075213909,607.9871826,1.091915131,607.9871826,1.358799934,607.9871826,1.602295399,607.9871826,1.429572582,
606.9900513,0.0008481789846,606.9900513,0.6073315144,606.9900513,0.7342492342,606.9900513,0.7301660776,606.9900513,1.122515798,606.9900513,1.071738839,606.9900513,1.09132874,606.9900513,1.353569984,606.9900513,1.614335418,606.9900513,1.432884693,
605.9926758,0.0002473072964,605.9926758,0.6048370004,605.9926758,0.7325921059,605.9926758,0.7285340428,605.9926758,1.120697975,605.9926758,1.068131447,605.9926758,1.086159587,605.9926758,1.351671338,605.9926758,1.594053626,605.9926758,1.426296353,
604.9949951,0.0007970869774,604.9949951,0.6045614481,604.9949951,0.7325988412,604.9949951,0.7258609533,604.9949951,1.120913625,604.9949951,1.068982244,604.9949951,1.086235166,604.9949951,1.35082233,604.9949951,1.599204183,604.9949951,1.424628854,
603.9970703,0.0005494924262,603.9970703,0.6031629443,603.9970703,0.7322058678,603.9970703,0.7248309851,603.9970703,1.114795089,603.9970703,1.066572428,603.9970703,1.084294558,603.9970703,1.345825911,603.9970703,1.588977695,603.9970703,1.41736424,
602.9989014,0.0008947376627,602.9989014,0.6005098224,602.9989014,0.7314792275,602.9989014,0.7224792242,602.9989014,1.115900993,602.9989014,1.06406641,602.9989014,1.079802632,602.9989014,1.345736265,602.9989014,1.584969521,602.9989014,1.416943312,
602.0003662,0.001002061996,602.0003662,0.6002627611,602.0003662,0.7309579253,602.0003662,0.7208804488,602.0003662,1.114187002,602.0003662,1.061394691,602.0003662,1.079392314,602.0003662,1.341003776,602.0003662,1.575674295,602.0003662,1.418311715,
601.001709,0.0004194257199,601.001709,0.5984016061,601.001709,0.7285420299,601.001709,0.7204514742,601.001709,1.110883594,601.001709,1.058030605,601.001709,1.0789572,601.001709,1.336334825,601.001709,1.579630971,601.001709,1.413993716,
600.0026855,0.00123049668,600.0026855,0.5985907912,600.0026855,0.7269210219,600.0026855,0.7220590115,600.0026855,1.111742854,600.0026855,1.059568524,600.0026855,1.075143814,600.0026855,1.338815808,600.0026855,1.564877391,600.0026855,1.40964973,
599.003418,0.001008159248,599.003418,0.5981120467,599.003418,0.7251415253,599.003418,0.7188190818,599.003418,1.108965755,599.003418,1.057337999,599.003418,1.074644923,599.003418,1.330152035,599.003418,1.578593493,599.003418,1.407566071,
598.0039063,0.0005102791474,598.0039063,0.5982240438,598.0039063,0.7230582237,598.0039063,0.7182992101,598.0039063,1.105497003,598.0039063,1.053792477,598.0039063,1.070031643,598.0039063,1.334908009,598.0039063,1.575956345,598.0039063,1.411913514,
597.0041504,0.0009967432125,597.0041504,0.5968860388,597.0041504,0.7234432101,597.0041504,0.7168043256,597.0041504,1.103381038,597.0041504,1.051764846,597.0041504,1.068852782,597.0041504,1.328908682,597.0041504,1.575643897,597.0041504,1.401967525,
596.0040894,0.0009374878136,596.0040894,0.5948362947,596.0040894,0.7239065766,596.0040894,0.7132147551,596.0040894,1.10098505,596.0040894,1.049152017,596.0040894,1.066954613,596.0040894,1.327989936,596.0040894,1.570580006,596.0040894,1.404568553,
595.0038452,0.000613931159,595.0038452,0.5946077704,595.0038452,0.7216234207,595.0038452,0.7131049037,595.0038452,1.098567843,595.0038452,1.047087431,595.0038452,1.064282537,595.0038452,1.324996233,595.0038452,1.567348957,595.0038452,1.398749471,
594.0032349,0.0004943926469,594.0032349,0.5922222137,594.0032349,0.7206392288,594.0032349,0.7120289803,594.0032349,1.096032739,594.0032349,1.043169141,594.0032349,1.063828707,594.0032349,1.322179198,594.0032349,1.559413791,594.0032349,1.394070387,
593.0023804,0.0007115925546,593.0023804,0.5917460322,593.0023804,0.7191722989,593.0023804,0.7103440166,593.0023804,1.093100309,593.0023804,1.041868091,593.0023804,1.060682058,593.0023804,1.318073392,593.0023804,1.561725974,593.0023804,1.393655539,
592.0012817,0.0006513131666,592.0012817,0.5906370878,592.0012817,0.715841651,592.0012817,0.7111569047,592.0012817,1.090360761,592.0012817,1.042521358,592.0012817,1.060870409,592.0012817,1.316563964,592.0012817,1.564526796,592.0012817,1.390183806,
591,0.001013634028,591,0.5900987983,591,0.7162662745,591,0.7080440521,591,1.089821219,591,1.038627505,591,1.055846572,591,1.311568499,591,1.546819925,591,1.387609959,
589.998291,0.0006970987888,589.998291,0.5876627564,589.998291,0.7157703638,589.998291,0.7063689232,589.998291,1.087093115,589.998291,1.036210895,589.998291,1.051237941,589.998291,1.31149888,589.998291,1.538355708,589.998291,1.37682724,
588.99646,0.001059769187,588.99646,0.5871040225,588.99646,0.7144036889,588.99646,0.7064272165,588.99646,1.084242225,588.99646,1.033372402,588.99646,1.050035,588.99646,1.307385087,588.99646,1.537421346,588.99646,1.382808208,
587.9943848,0.001008263091,587.9943848,0.5866921544,587.9943848,0.713956058,587.9943848,0.7047285438,587.9943848,1.08165431,587.9943848,1.031571507,587.9943848,1.047017694,587.9943848,1.302499175,587.9943848,1.539422631,587.9943848,1.378186941,
586.9920044,0.001352834748,586.9920044,0.5845865607,586.9920044,0.7118186951,586.9920044,0.7035711408,586.9920044,1.079548717,586.9920044,1.028853416,586.9920044,1.047246218,586.9920044,1.298832893,586.9920044,1.540668011,586.9920044,1.372435093,
585.9892578,0.0003018576244,585.9892578,0.5837054849,585.9892578,0.709543705,585.9892578,0.7024931312,585.9892578,1.077278852,585.9892578,1.025728226,585.9892578,1.045282364,585.9892578,1.299056411,585.9892578,1.536051869,585.9892578,1.37150681,
584.9863892,0.0006543463678,584.9863892,0.5832052827,584.9863892,0.7107502222,584.9863892,0.7034977674,584.9863892,1.073310733,584.9863892,1.024698615,584.9863892,1.041632771,584.9863892,1.297415853,584.9863892,1.53109622,584.9863892,1.370853543,
583.9832764,0.0001681101276,583.9832764,0.5815909505,583.9832764,0.7081389427,583.9832764,0.6992950439,583.9832764,1.073689222,583.9832764,1.022599459,583.9832764,1.039099574,583.9832764,1.296969652,583.9832764,1.522544265,583.9832764,1.362196445,
583.0170288,0.0006206192775,583.0170288,0.5809761286,583.0170288,0.7074324489,583.0170288,0.6991223097,583.0170288,1.070965528,583.0170288,1.023590922,583.0170288,1.03602159,583.0170288,1.290403605,583.0170288,1.528538465,583.0170288,1.359665871,
